	source	target	direction	stimulation	inhibition	sources	references
1088	Q00653	P19838	1	0	0	CancerCellMap;HPRD;InnateDB;IntAct;Lit-BM-17;Macrophage;NetPath;Wang	CancerCellMap:14743216;HPRD:14743216;InnateDB:12709443;InnateDB:15169888;InnateDB:17292587;InnateDB:17548614;InnateDB:17855547;InnateDB:25225662;InnateDB:9315679;IntAct:14743216;IntAct:21988832;Lit-BM-17:14743216;Lit-BM-17:15169888;Lit-BM-17:17962807;Lit-BM-17:21988832;Lit-BM-17:25609649;Macrophage:12709443;Macrophage:16970925;Macrophage:17254973;Macrophage:9681829;NetPath:12709443;NetPath:14743216
1089	Q04206	Q00653	1	0	0	BioGRID;CancerCellMap;HPRD;InnateDB;Macrophage;NetPath;Wang	BioGRID:16009713;BioGRID:16940413;BioGRID:18362156;CancerCellMap:14743216;CancerCellMap:8152812;HPRD:17962807;HPRD:8413211;InnateDB:12927781;InnateDB:16108830;InnateDB:17003035;InnateDB:17292587;InnateDB:17548614;InnateDB:17855547;InnateDB:25225662;Macrophage:15145317;Macrophage:15371334;Macrophage:16970925;Macrophage:17254973;Macrophage:17303919;Macrophage:9681829;NetPath:8152812
1090	Q04864	Q00653	1	0	0	CancerCellMap;HPRD;InnateDB;Macrophage;NetPath;Wang	CancerCellMap:14743216;CancerCellMap:8152812;HPRD:14743216;HPRD:17962807;HPRD:8152812;InnateDB:16108830;InnateDB:17548614;Macrophage:15371334;Macrophage:16970925;Macrophage:17303919;NetPath:8152812
1091	Q00653	P25963	1	0	0	CancerCellMap;HPRD;Macrophage;NetPath	CancerCellMap:14743216;HPRD:14743216;Macrophage:15145317;Macrophage:15371334;NetPath:14743216
1092	Q15653	Q00653	1	0	0	CancerCellMap;HPRD;Macrophage;NetPath;Wang	CancerCellMap:14743216;HPRD:14743216;Macrophage:11571291;Macrophage:15145317;NetPath:14743216
1093	Q04206	O00221	1	0	0	CancerCellMap;HPRD;InnateDB;Lit-BM-17;Macrophage;NetPath;Wang	CancerCellMap:14743216;CancerCellMap:9315679;HPRD:14743216;HPRD:9315679;InnateDB:9135156;InnateDB:9315679;Lit-BM-17:14743216;Lit-BM-17:21988832;Lit-BM-17:9315679;Macrophage:10497169;Macrophage:15371334;Macrophage:9315679;Macrophage:9405619;Macrophage:9597130;NetPath:9315679
1094	Q9BYH8	P19838	1	0	0	BioGRID;CancerCellMap;HPRD;InnateDB;KEGG;Lit-BM-17;Macrophage;NetPath	BioGRID:11356851;CancerCellMap:11356851;HPRD:11356851;HPRD:15241416;InnateDB:16513645;InnateDB:19783680;InnateDB:21224476;Lit-BM-17:11356851;Lit-BM-17:21988832;Macrophage:15241416;Macrophage:16513645;Macrophage:17349209;Macrophage:17561400;NetPath:11356851
1095	Q04864	Q04206	1	0	0	CancerCellMap;HPRD;InnateDB;Lit-BM-17;Macrophage;NetPath;Wang	CancerCellMap:1740106;CancerCellMap:8152812;HPRD:1740106;HPRD:8139561;HPRD:8152812;InnateDB:15818410;InnateDB:23195252;Lit-BM-17:10498867;Lit-BM-17:11967310;Lit-BM-17:14743216;Lit-BM-17:26186194;Lit-BM-17:8139561;Macrophage:10754326;Macrophage:11587641;Macrophage:15145317;Macrophage:15371334;Macrophage:16285893;Macrophage:16513645;Macrophage:17303919;Macrophage:1740106;Macrophage:7410453354;Macrophage:8413215;NetPath:8152812
1096	Q04206	Q01201	1	0	0	CancerCellMap;HPRD;InnateDB;KEGG;Lit-BM-17;Macrophage;NetPath;Wang	CancerCellMap:14743216;HPRD:14743216;InnateDB:12657634;InnateDB:16951372;InnateDB:19122653;Lit-BM-17:14743216;Lit-BM-17:21884980;Lit-BM-17:22808155;Lit-BM-17:25241761;Macrophage:10754326;Macrophage:12657634;Macrophage:17561400;NetPath:14743216
1097	P19838	O75582	1	0	0	Macrophage	Macrophage:12628924;Macrophage:17255956
1098	P40763	P07384	1	0	0	Adhesome;InnateDB;Lit-BM-17	Adhesome:21988832;InnateDB:21988832;Lit-BM-17:21988832
1099	P40763	P06213	1	0	0	Adhesome;InnateDB	Adhesome:16382134;InnateDB:16382134
1100	P06401	P68400	1	0	0	HPRD;HPRD_KEA;HPRD_MIMP;KEA;MIMP;PhosphoNetworks;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR_ProtMapper;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP	HPRD:7983041;KEA:7983041;PhosphoSite:11110801;PhosphoSite:21518957;PhosphoSite:23921636;PhosphoSite:7983041;PhosphoSite:8702648;ProtMapper:7983041;iPTMnet:7983041;phosphoELM:7983041
1101	P04637	P17252	1	0	0	HPRD;HPRD_KEA;HPRD_MIMP;KEA;MIMP;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;SIGNOR_ProtMapper;iPTMnet;phosphoELM_MIMP	HPRD:1454855;HPRD:9571186;HPRD:9935181;KEA:1454855;KEA:9315650;KEA:9571186;PhosphoSite:15659650;PhosphoSite:18812399;PhosphoSite:19933256;ProtMapper:9571186;iPTMnet:1454855;iPTMnet:9571186
1102	P03372	O15111	1	0	0	HPRD;HPRD_MIMP;InnateDB;MIMP;PhosphoPoint;PhosphoSite;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;Sparser_ProtMapper;phosphoELM_MIMP	HPRD:15808510;InnateDB:15808510;PhosphoSite:12093745;PhosphoSite:12466266;PhosphoSite:14764652;PhosphoSite:14977836;PhosphoSite:15355923;PhosphoSite:15461668;PhosphoSite:15784730;PhosphoSite:15808510;PhosphoSite:15831449;PhosphoSite:15913882;PhosphoSite:15919818;PhosphoSite:16223974;PhosphoSite:17047081;PhosphoSite:17384676;PhosphoSite:17466625;PhosphoSite:19940281;PhosphoSite:20103631;PhosphoSite:20696772;PhosphoSite:27765908;PhosphoSite:28423697;PhosphoSite:7476978;PhosphoSite:7491495;ProtMapper:15808510
1103	P16220	P60484	1	0	0	DEPOD;ProtMapper;SIGNOR_ProtMapper	DEPOD:21385900;ProtMapper:21385900
1104	Q04917	Q04206	1	0	0	InnateDB;LMPID	InnateDB:16931600;LMPID:16931600
1105	Q9Y297	P18848	1	0	0	BioGRID;HuRI;InnateDB;IntAct;LMPID;Lit-BM-17	BioGRID:18052253;InnateDB:18052253;InnateDB:25416956;IntAct:11238952;IntAct:21988832;IntAct:25416956;IntAct:26871637;IntAct:31515488;LMPID:11238952;Lit-BM-17:11238952;Lit-BM-17:16219772;Lit-BM-17:19053519;Lit-BM-17:21988832;Lit-BM-17:26091241
1106	Q13526	P40763	1	0	0	ELM;InnateDB;LMPID	ELM:17563747;InnateDB:17563747;LMPID:17563747
1107	Q04206	Q13526	1	0	0	ACSN;HPRD;InnateDB;LMPID	ACSN:14690596;HPRD:14690596;InnateDB:14690596;LMPID:14690596
1108	Q15788	P10275	1	0	0	BioGRID;CancerCellMap;HPRD;LMPID;Lit-BM-17;MPPI;NetPath;Wang	BioGRID:12163482;CancerCellMap:10601285;HPRD:10567563;HPRD:12163482;HPRD:12612084;LMPID:11078741;LMPID:9192902;LMPID:9482670;Lit-BM-17:10567563;Lit-BM-17:10731636;Lit-BM-17:12163482;Lit-BM-17:15256534;Lit-BM-17:17353003;Lit-BM-17:23975195;MPPI:10731636;NetPath:10601285;NetPath:12163482;NetPath:15923603;NetPath:18780293
1109	P04150	P78527	1	0	0	HPRD;HPRD_KEA;HPRD_MIMP;KEA;MIMP;NetworKIN_KEA;PhosphoPoint;PhosphoSite_KEA;ProtMapper;SIGNOR_ProtMapper;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP	HPRD:9038175;KEA:17570479;KEA:9038175;ProtMapper:9038175;iPTMnet:9038175;phosphoELM:9038175
1110	P05412	P78527	1	0	0	HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;NetworKIN_KEA;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;ProtMapper;SIGNOR_ProtMapper;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP	HPRD-phos:1516134;HPRD-phos:19413330;HPRD:8464713;KEA:1516134;KEA:17570479;KEA:8464713;ProtMapper:8464713;iPTMnet:1516134;iPTMnet:19413330;iPTMnet:8464713;phosphoELM:8464713
1111	P19838	P49841	1	0	0	HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;InnateDB;KEA;MIMP;PhosphoNetworks;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;ProtMapper;REACH_ProtMapper;SIGNOR_ProtMapper;Sparser_ProtMapper;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP	HPRD-phos:11425860;HPRD-phos:18669648;HPRD:11425860;InnateDB:11425860;KEA:11425860;KEA:12871932;ProtMapper:12871932;ProtMapper:17693123;ProtMapper:24618402;ProtMapper:26999213;iPTMnet:11425860;iPTMnet:18669648;phosphoELM:12871932
1112	Q16665	P08047	1	0	0	DOMINO;HPRD;InnateDB;Wang	DOMINO:17024177;HPRD:17024177;HPRD:17418410;InnateDB:12228247
1113	P10275	P50750	1	0	0	CancerCellMap;HPRD;NetPath;PhosphoPoint;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;Sparser_ProtMapper;Wang;dbPTM	CancerCellMap:11266437;HPRD:11266437;NetPath:11266437;ProtMapper:20980437;ProtMapper:22275373;ProtMapper:23838532;ProtMapper:24424504;ProtMapper:24844355;ProtMapper:25691442;ProtMapper:25704883;ProtMapper:25866551;ProtMapper:28062857;dbPTM:20980437
1114	P40763	P08631	1	0	0	HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;NCI-PID_ProtMapper;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;ProtMapper;SIGNOR_ProtMapper;iPTMnet;phosphoELM_MIMP	HPRD-phos:10918587;HPRD-phos:11294897;HPRD-phos:11350938;HPRD-phos:11940572;HPRD-phos:12244095;HPRD-phos:12576423;HPRD-phos:12626508;HPRD-phos:14551213;HPRD-phos:16497976;HPRD-phos:17016520;HPRD-phos:17389395;HPRD-phos:19901323;HPRD-phos:8626374;HPRD:10918587;HPRD:11294897;HPRD:11350938;HPRD:11940572;HPRD:12244095;HPRD:12576423;HPRD:12626508;HPRD:14551213;HPRD:8626374;KEA:10918587;KEA:11294897;KEA:11350938;KEA:11429593;KEA:11850821;KEA:11940572;KEA:12244095;KEA:12576423;KEA:12626508;KEA:14551213;KEA:15592455;KEA:8272872;KEA:8626374;KEA:9083098;KEA:9305919;KEA:9566874;KEA:9582023;ProtMapper:10815799;ProtMapper:11404481;ProtMapper:12244095;ProtMapper:9344858;ProtMapper:9484840;iPTMnet:10918587;iPTMnet:11294897;iPTMnet:11350938;iPTMnet:11940572;iPTMnet:12244095;iPTMnet:12576423;iPTMnet:12626508;iPTMnet:14551213;iPTMnet:16497976;iPTMnet:17016520;iPTMnet:17389395;iPTMnet:19901323;iPTMnet:8626374
1115	P18846	Q13555	1	0	0	HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;ProtMapper;SIGNOR_ProtMapper;iPTMnet;phosphoELM_MIMP	HPRD-phos:20068231;HPRD-phos:8663317;HPRD:8663317;KEA:11018520;KEA:11335727;KEA:11909979;KEA:12414794;KEA:8384217;KEA:8663317;KEA:9016641;ProtMapper:8663317;iPTMnet:20068231;iPTMnet:8663317
1116	P18846	Q14012	1	0	0	HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;ProtMapper;SIGNOR_ProtMapper;iPTMnet;phosphoELM_MIMP	HPRD-phos:20068231;HPRD-phos:8663317;HPRD:8384217;KEA:11018520;KEA:11335727;KEA:11909979;KEA:12414794;KEA:8384217;KEA:8663317;KEA:9016641;ProtMapper:8663317;iPTMnet:20068231;iPTMnet:8621702;iPTMnet:8663317
1117	P18846	P17612	1	0	0	HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;PhosphoSite_KEA;PhosphoSite_MIMP;ProtMapper;SIGNOR_ProtMapper;iPTMnet;phosphoELM_MIMP	HPRD-phos:20068231;HPRD-phos:8663317;HPRD:9016641;KEA:11018520;KEA:11335727;KEA:11909979;KEA:12414794;KEA:8384217;KEA:8663317;KEA:9016641;ProtMapper:9016641;iPTMnet:20068231;iPTMnet:8663317
1118	P05412	Q09472	1	0	0	HPRD;HPRD-phos;InnateDB;Lit-BM-17;Wang;iPTMnet	HPRD-phos:11689449;HPRD:11689449;InnateDB:21268080;Lit-BM-17:10327051;Lit-BM-17:11689449;Lit-BM-17:11980644;Lit-BM-17:12437352;Lit-BM-17:12471036;Lit-BM-17:14630807;Lit-BM-17:21268080;Lit-BM-17:21937452;Lit-BM-17:24069158;Lit-BM-17:24636898;iPTMnet:18793328
1119	Q16665	P68400	1	0	0	HPRD;HPRD_KEA;HPRD_MIMP;KEA;MIMP;PhosphoSite_MIMP;ProtMapper;SIGNOR_ProtMapper;iPTMnet;phosphoELM_MIMP	HPRD:17382325;KEA:17382325;ProtMapper:17382325;iPTMnet:17382325
1120	P16220	Q13976	1	0	0	HPRD;HPRD_KEA;HPRD_MIMP;KEA;MIMP;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;ProtMapper;SIGNOR_ProtMapper;iPTMnet;phosphoELM_MIMP	HPRD:11175347;HPRD:8688081;HPRD:9687510;HPRD:9829964;KEA:11018520;KEA:11160957;KEA:11175347;KEA:11698596;KEA:11909979;KEA:11969286;KEA:12235136;KEA:12356771;KEA:15733869;KEA:7958915;KEA:8688081;KEA:8887554;KEA:9528766;KEA:9687510;KEA:9829964;ProtMapper:11175347;iPTMnet:11175347;iPTMnet:8688081;iPTMnet:9687510;iPTMnet:9829964
1121	P04637	O14920	1	0	0	InnateDB;IntAct;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;Sparser_ProtMapper;iPTMnet	InnateDB:19883646;IntAct:19196987;IntAct:19883646;ProtMapper:19196987;ProtMapper:22017429;ProtMapper:22435559;ProtMapper:22953243;ProtMapper:26843984;ProtMapper:30478303;iPTMnet:19196987
1122	P40763	O43293	1	0	0	InnateDB;ProtMapper;RLIMS-P_ProtMapper;Sparser_ProtMapper;iPTMnet	InnateDB:16219639;ProtMapper:16219639;iPTMnet:16219639
1123	P51692	P06213	1	0	0	HPRD;InnateDB;Lit-BM-17;PhosphoPoint;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;Wang;iPTMnet	HPRD:10830280;HPRD:12456798;HPRD:9122188;HPRD:9428692;InnateDB:9428692;Lit-BM-17:12456798;Lit-BM-17:9428692;ProtMapper:12456798;iPTMnet:12456798;iPTMnet:9428692
1124	P10275	P08047	1	0	0	BioGRID;CancerCellMap;HPRD;NetPath;Wang	BioGRID:15661808;BioGRID:17984071;CancerCellMap:10809237;HPRD:10809237;HPRD:9535906;NetPath:10809237
1125	Q99933	P10275	1	0	0	BioGRID;CancerCellMap;DIP;HPRD;NetPath;Wang	BioGRID:11278763;BioGRID:14517289;BioGRID:9565586;CancerCellMap:11278763;DIP:9565586;HPRD:11278763;HPRD:14517289;NetPath:11278763;NetPath:14517289
1126	P10275	P06400	1	0	0	BioGRID;CancerCellMap;HPRD;Lit-BM-17;NetPath;Wang	BioGRID:9813067;CancerCellMap:967514;HPRD:9675141;Lit-BM-17:16964284;Lit-BM-17:9675141;Lit-BM-17:9813067;NetPath:9675141
1127	P32519	P19838	1	0	0	BioGRID;HPRD;InnateDB	BioGRID:7862168;BioGRID:9094628;HPRD:7862168;InnateDB:7862168;InnateDB:9094628
1128	Q04206	P29590	1	0	0	BioGRID;HPRD;InnateDB;NetPath;Wang	BioGRID:12540841;HPRD:12540841;InnateDB:12540841;NetPath:12540841
1129	P24385	P10275	1	0	0	BioGRID;CancerCellMap;DIP;HPRD;NetPath;Wang	BioGRID:10344732;CancerCellMap:10344732;DIP:10344732;DIP:16461912;HPRD:10344732;HPRD:15558026;NetPath:10344732
1130	P46531	P19838	1	0	0	BioGRID;HPRD;NetPath;Wang	BioGRID:11418662;HPRD:11418662;HPRD:16319921;HPRD:8642313;NetPath:11418662
1131	P08047	P05412	1	0	0	BioGRID;CancerCellMap;HPRD;NetPath;ProtMapper;Sparser_ProtMapper;Wang	BioGRID:10506225;CancerCellMap:10973489;HPRD:10506225;NetPath:10973489;ProtMapper:21983342
1132	P40763	P51813	1	0	0	BioGRID;HPRD;HuRI;InnateDB;IntAct;Lit-BM-17;PhosphoPoint;Wang	BioGRID:10688651;HPRD:10688651;InnateDB:25416956;IntAct:25416956;IntAct:25814554;IntAct:31515488;Lit-BM-17:10688651;Lit-BM-17:25814554
1133	Q15796	P03372	1	0	0	BioGRID;CancerCellMap;HPRD;NetPath;Wang	BioGRID:11555647;CancerCellMap:11555647;HPRD:11555647;NetPath:11555647
1134	P43364	P10275	1	0	0	BioGRID;Lit-BM-17;NetPath	BioGRID:18212060;Lit-BM-17:15684378;Lit-BM-17:19828458;Lit-BM-17:21730049;Lit-BM-17:23172223;Lit-BM-17:24722188;NetPath:19828458
1135	P40763	P08047	1	0	0	BioGRID;IntAct;Lit-BM-17;NetPath	BioGRID:16931573;IntAct:24396070;Lit-BM-17:16931573;Lit-BM-17:17471507;Lit-BM-17:21184768;Lit-BM-17:24396070;NetPath:16931573
1136	Q96EB6	P05412	1	0	0	BioGRID;InnateDB	BioGRID:18676681;BioGRID:18823944;InnateDB:20042607
1137	Q13547	P04150	1	0	0	BioGRID;InnateDB	BioGRID:15826950;BioGRID:16762839;InnateDB:18028994
1138	Q969G3	P10275	1	0	0	BioGRID;NetPath	BioGRID:15743818;BioGRID:18559499;NetPath:15743818
1139	Q92793	P15336	1	0	0	BioGRID;InnateDB	BioGRID:16303757;InnateDB:17296604;InnateDB:9659924
1140	Q92769	Q04206	1	0	0	BioGRID;CancerCellMap;HPRD;Lit-BM-17;NetPath;Wang	BioGRID:11395507;CancerCellMap:11564889;HPRD:12138131;HPRD:12419806;Lit-BM-17:11395507;Lit-BM-17:12138131;Lit-BM-17:12419806;Lit-BM-17:17827154;Lit-BM-17:20065107;Lit-BM-17:20388487;Lit-BM-17:25241761;NetPath:11564889
1141	Q16665	P27540	1	0	0	BioGRID;HPRD;IntAct;KEGG-MEDICUS;Lit-BM-17;MPPI;Wang	BioGRID:11606485;BioGRID:11829741;BioGRID:12391259;BioGRID:12393189;BioGRID:12810720;BioGRID:15347669;BioGRID:15479785;BioGRID:17197389;BioGRID:17213817;BioGRID:17916562;BioGRID:21435239;BioGRID:23363003;BioGRID:9159130;HPRD:9079689;IntAct:14668441;IntAct:19168635;IntAct:20603618;IntAct:20932347;IntAct:21620138;IntAct:9704006;Lit-BM-17:11782478;Lit-BM-17:11829741;Lit-BM-17:15319539;Lit-BM-17:19168635;Lit-BM-17:20049704;Lit-BM-17:20562859;Lit-BM-17:21435239;Lit-BM-17:21620138;Lit-BM-17:24434214;Lit-BM-17:26496610;Lit-BM-17:9079689;Lit-BM-17:9704006;MPPI:8816435;MPPI:8927054;MPPI:9079689
1142	Q8N668	Q04206	1	0	0	BioGRID;CancerCellMap;HPRD;InnateDB;IntAct;NetPath	BioGRID:20048074;CancerCellMap:14685242;HPRD:15799966;HPRD:17183367;InnateDB:14685242;IntAct:14685242;IntAct:15799966;NetPath:14685242
1143	P12931	P11473	1	0	0	BioGRID;InnateDB;Lit-BM-17	BioGRID:21917910;InnateDB:15249124;Lit-BM-17:12893883;Lit-BM-17:15919723;Lit-BM-17:20371703;Lit-BM-17:21917910
1144	Q9UNE7	P10275	1	0	0	BioGRID;CancerCellMap;HPRD;Lit-BM-17;NetPath;Wang	BioGRID:16725394;CancerCellMap:15107424;HPRD:15107424;Lit-BM-17:15107424;Lit-BM-17:19706771;Lit-BM-17:20661446;Lit-BM-17:21157430;Lit-BM-17:27903893;NetPath:15107424
1145	Q15796	P04637	1	0	0	BioGRID;CancerCellMap;HPRD;IntAct;Lit-BM-17;NetPath;Wang	BioGRID:19580641;CancerCellMap:12732139;HPRD:12732139;IntAct:25241761;IntAct:25670079;Lit-BM-17:12732139;Lit-BM-17:19345189;Lit-BM-17:19580641;Lit-BM-17:23687300;Lit-BM-17:25241761;Lit-BM-17:25670079;NetPath:12732139
1146	Q9UNN5	Q04206	1	0	0	BioGRID;CancerCellMap;HPRD;NetPath;Wang	BioGRID:14600157;CancerCellMap:14600157;HPRD:14600157;NetPath:14600157
1147	Q05086	P10275	1	0	0	BioGRID;CancerCellMap;DIP;HPRD;NetPath;Wang	BioGRID:16254014;CancerCellMap:9891052;DIP:9891052;HPRD:9891052;NetPath:16254014
1148	P37231	P35222	1	0	0	BioGRID;InnateDB	BioGRID:19495794;InnateDB:25721714
1149	Q9Y6X2	Q04206	1	0	0	BioGRID;HPRD;InnateDB;Lit-BM-17;NetPath;Wang	BioGRID:22649547;HPRD:15140884;InnateDB:20547752;Lit-BM-17:15140884;Lit-BM-17:22649547;NetPath:15140884
1150	Q00653	P40763	1	0	0	BioGRID;InnateDB	BioGRID:25771405;InnateDB:16651533
1151	Q9UHD8	Q16665	1	0	0	BioGRID;HPRD;InnateDB	BioGRID:23977378;HPRD:16424018;InnateDB:19934318
1152	Q04206	P41279	1	0	0	CancerCellMap;HPRD;NetPath;PhosphoPoint;Wang	CancerCellMap:14743216;CancerCellMap:9950430;HPRD:14743216;HPRD:9950430;NetPath:9950430
1153	Q00653	P41279	1	0	0	CancerCellMap;HPRD;NetPath;PhosphoPoint	CancerCellMap:14743216;HPRD:14743216;NetPath:14743216
1154	P51948	P10275	1	0	0	CancerCellMap;NetPath	CancerCellMap:10734072;NetPath:10734072
1155	Q8NFZ5	Q00653	1	0	0	CancerCellMap;HPRD;NetPath;Wang	CancerCellMap:14743216;HPRD:14743216;NetPath:14743216
1156	P82094	P10275	1	0	0	CancerCellMap;DIP;HPRD;Lit-BM-17;NetPath;Wang	CancerCellMap:10428808;DIP:10428808;HPRD:12165860;Lit-BM-17:10428808;NetPath:10428808
1157	Q15583	P05412	1	0	0	CancerCellMap;HPRD;NetPath;Wang	CancerCellMap:11371641;HPRD:11371641;NetPath:11371641
1158	Q9UN86	Q04206	1	0	0	CancerCellMap;NetPath	CancerCellMap:10969074;NetPath:10969074
1159	Q13576	Q04206	1	0	0	CancerCellMap;NetPath;Wang	CancerCellMap:14743216;NetPath:14743216
1160	Q96BH1	Q04206	1	0	0	CancerCellMap;HPRD;Lit-BM-17;NetPath;Wang	CancerCellMap:12748188;HPRD:12748188;Lit-BM-17:12748188;NetPath:12748188
1161	Q04206	Q96RU7	1	0	0	CancerCellMap;HPRD;NetPath;PhosphoPoint	CancerCellMap:12736262;HPRD:12736262;NetPath:12736262
1162	Q8IV45	Q04206	1	0	0	CancerCellMap;HPRD;NetPath	CancerCellMap:14769797;HPRD:14769797;NetPath:14769797
1163	P32780	P10275	1	0	0	CancerCellMap;HPRD;NetPath;Wang	CancerCellMap:10734072;HPRD:10734072;HPRD:11266437;NetPath:10734072
1164	P51946	P10275	1	0	0	CancerCellMap;DIP;HPRD;NetPath;Wang	CancerCellMap:10734072;DIP:10734072;HPRD:10734072;NetPath:10734072
1165	P10275	O95251	1	0	0	CancerCellMap;HPRD;Lit-BM-17;NetPath;Wang	CancerCellMap:10930412;HPRD:10930412;Lit-BM-17:10930412;NetPath:10930412
1166	P01106	P17676	1	0	0	ACSN;CancerCellMap;HPRD;NetPath;Wang	ACSN:15576399;ACSN:16039586;ACSN:17143292;ACSN:17306568;ACSN:17666529;ACSN:19619488;ACSN:19623618;ACSN:21151179;ACSN:21285352;ACSN:22290435;ACSN:22761862;ACSN:23343194;CancerCellMap:12873812;HPRD:12873812;NetPath:12873812
1167	Q9UKB1	P19838	1	0	0	CancerCellMap;HPRD;InnateDB	CancerCellMap:12482991;HPRD:12482991;InnateDB:12482991
1168	P19838	O00505	1	0	0	CancerCellMap;HPRD;NetPath;Wang	CancerCellMap:14743216;HPRD:14743216;NetPath:14743216
1169	Q00653	P78347	1	0	0	CancerCellMap;HPRD;NetPath;Wang	CancerCellMap:14743216;HPRD:14743216;NetPath:14743216
1170	Q00653	O00571	1	0	0	CancerCellMap;HPRD;NetPath;Wang	CancerCellMap:14743216;HPRD:14743216;NetPath:14743216
1171	Q02878	Q00653	1	0	0	CancerCellMap;HPRD;NetPath;Wang	CancerCellMap:14743216;HPRD:14743216;NetPath:14743216
1172	Q00653	O00221	1	0	0	CancerCellMap;HPRD;InnateDB;Lit-BM-17;NetPath;Wang	CancerCellMap:9315679;HPRD:9315679;InnateDB:9135156;Lit-BM-17:14743216;Lit-BM-17:9315679;NetPath:9315679
1173	Q00653	O75604	1	0	0	CancerCellMap;HPRD;NetPath;Wang	CancerCellMap:14743216;HPRD:14743216;NetPath:14743216
1174	P15336	P10275	1	0	0	CancerCellMap;HPRD;NetPath	CancerCellMap:9920921;HPRD:9920921;NetPath:11518798
1175	P41161	P10275	1	0	0	CancerCellMap;HPRD;NetPath;Wang	CancerCellMap:8798622;HPRD:11509567;NetPath:8798622
1176	Q13485	P03372	1	0	0	CancerCellMap;HPRD;NetPath;Wang	CancerCellMap:11555647;HPRD:11555647;HPRD:12576474;NetPath:11555647
1177	Q9P2W1	P10275	1	0	0	CancerCellMap;HPRD;NetPath;Wang	CancerCellMap:11739747;HPRD:11739747;NetPath:19325002
1178	Q03135	P10275	1	0	0	CancerCellMap;DIP;HPRD;Lit-BM-17;NetPath;Wang	CancerCellMap:11278309;DIP:11278309;HPRD:11278309;Lit-BM-17:11278309;NetPath:11278309
1179	P17535	P01100	1	0	0	CancerCellMap;HPRD;IntAct;Lit-BM-17;NetPath;Wang	CancerCellMap:12193410;HPRD:12193410;HPRD:15867431;IntAct:20102225;IntAct:20195357;Lit-BM-17:11431474;Lit-BM-17:20195357;Lit-BM-17:24029232;Lit-BM-17:25609649;Lit-BM-17:26186194;Lit-BM-17:26496610;NetPath:12193410
1180	P21333	P10275	1	0	0	CancerCellMap;DIP;HPRD;Lit-BM-17;NetPath;Wang	CancerCellMap:12682292;DIP:11043577;HPRD:12682292;Lit-BM-17:11043577;Lit-BM-17:12682292;NetPath:11043577
1181	Q9UKG1	P10275	1	0	0	CancerCellMap;NetPath;Wang	CancerCellMap:12621049;NetPath:12621049
1182	Q16543	P10275	1	0	0	CancerCellMap;HPRD;NetPath;Wang	CancerCellMap:11085988;HPRD:11085988;NetPath:11085988
1183	P40189	P10275	1	0	0	CancerCellMap;HPRD;NetPath;Wang	CancerCellMap:15129430;HPRD:15129430;NetPath:15129430
1184	P60763	P10275	1	0	0	CancerCellMap;HPRD;NetPath;Wang	CancerCellMap:11747336;HPRD:11747336;NetPath:11747336
1185	P78317	P10275	1	0	0	CancerCellMap;HPRD;Lit-BM-17;NetPath;Wang	CancerCellMap:11719514;HPRD:10617653;HPRD:11719514;HPRD:9710597;Lit-BM-17:10617653;Lit-BM-17:11719514;Lit-BM-17:9710597;NetPath:11719514
1186	Q96S59	P10275	1	0	0	CancerCellMap;HPRD;Lit-BM-17;NetPath;Wang	CancerCellMap:12361945;HPRD:12361945;Lit-BM-17:12361945;Lit-BM-17:16595702;NetPath:12361945
1187	Q08117	P10275	1	0	0	CancerCellMap;HPRD;Lit-BM-17;NetPath;Wang	CancerCellMap:11416139;HPRD:11416139;Lit-BM-17:11416139;NetPath:11416139
1188	Q9Y6X2	P10275	1	0	0	CancerCellMap;HPRD;NetPath;Wang	CancerCellMap:11071847;HPRD:11071847;NetPath:11071847
