	source	target	direction	stimulation	inhibition	sources	references
31	P40337	Q16665	1	0	1	ACSN;BioGRID;HPRD;HPRD-phos;IntAct;LMPID;Lit-BM-17;SIGNOR;SPIKE;Wang	ACSN:10973499;ACSN:18985005;BioGRID:10944113;BioGRID:11226425;BioGRID:11358837;BioGRID:11859074;BioGRID:11986208;BioGRID:12086861;BioGRID:12351678;BioGRID:12468553;BioGRID:12606543;BioGRID:12808024;BioGRID:14600153;BioGRID:15010533;BioGRID:16278378;BioGRID:17047048;BioGRID:17973296;BioGRID:18222538;BioGRID:18694926;BioGRID:21332579;BioGRID:22932900;BioGRID:23580587;BioGRID:24857547;BioGRID:24899725;BioGRID:26037477;BioGRID:26735336;HPRD-phos:10944113;HPRD:10823831;HPRD:10944113;HPRD:11504942;HPRD:16511565;IntAct:11292862;IntAct:15721254;IntAct:16511565;IntAct:21602890;IntAct:25438054;LMPID:12004076;LMPID:12050673;Lit-BM-17:10353251;Lit-BM-17:10823831;Lit-BM-17:10878807;Lit-BM-17:10944113;Lit-BM-17:10973499;Lit-BM-17:11024059;Lit-BM-17:11226425;Lit-BM-17:11292861;Lit-BM-17:11292862;Lit-BM-17:11331613;Lit-BM-17:11358837;Lit-BM-17:11504942;Lit-BM-17:11566883;Lit-BM-17:11641274;Lit-BM-17:11865071;Lit-BM-17:11986208;Lit-BM-17:12004076;Lit-BM-17:12050673;Lit-BM-17:12086861;Lit-BM-17:12205091;Lit-BM-17:12464182;Lit-BM-17:12538644;Lit-BM-17:12586829;Lit-BM-17:12606543;Lit-BM-17:12682018;Lit-BM-17:12808024;Lit-BM-17:12925778;Lit-BM-17:14556007;Lit-BM-17:14600153;Lit-BM-17:14691445;Lit-BM-17:15060148;Lit-BM-17:15082527;Lit-BM-17:15611064;Lit-BM-17:15721254;Lit-BM-17:15805242;Lit-BM-17:16140212;Lit-BM-17:16278378;Lit-BM-17:16511565;Lit-BM-17:16611863;Lit-BM-17:17132228;Lit-BM-17:17339318;Lit-BM-17:17353276;Lit-BM-17:17558023;Lit-BM-17:17973296;Lit-BM-17:17986458;Lit-BM-17:18222538;Lit-BM-17:18264140;Lit-BM-17:18305400;Lit-BM-17:18323857;Lit-BM-17:18426857;Lit-BM-17:18694926;Lit-BM-17:18985005;Lit-BM-17:19123984;Lit-BM-17:19147576;Lit-BM-17:19940151;Lit-BM-17:20049704;Lit-BM-17:20724477;Lit-BM-17:21332579;Lit-BM-17:21335603;Lit-BM-17:21358672;Lit-BM-17:21602890;Lit-BM-17:22351759;Lit-BM-17:22932900;Lit-BM-17:23318261;Lit-BM-17:23387829;Lit-BM-17:23401859;Lit-BM-17:23413029;Lit-BM-17:23580587;Lit-BM-17:24015760;Lit-BM-17:24316222;Lit-BM-17:24899725;Lit-BM-17:25361009;Lit-BM-17:25500545;Lit-BM-17:26037477;Lit-BM-17:26215701;Lit-BM-17:26496610;Lit-BM-17:26611735;Lit-BM-17:26735336;Lit-BM-17:26743088;Lit-BM-17:27281823;SIGNOR:10944113;SPIKE:16391536
32	Q13263	P40763	1	0	1	InnateDB;SPIKE	InnateDB:18037959;SPIKE:18037959;SPIKE:18381204
33	P17844	P04637	1	1	0	HPRD;IntAct;SIGNOR;SPIKE;Wang	HPRD:15660129;IntAct:15660129;IntAct:24219989;SIGNOR:15660129;SPIKE:15660129;SPIKE:19626115;SPIKE:20876186
34	P23458	P40763	1	1	0	CancerCellMap;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;InnateDB;KEA;KEGG;KEGG-MEDICUS;MIMP;NCI-PID_ProtMapper;NetPath;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;ProtMapper;RLIMS-P_ProtMapper;Reactome_SignaLink3;SIGNOR;SIGNOR_ProtMapper;SPIKE;SignaLink3;Sparser_ProtMapper;Wang;iPTMnet;phosphoELM_KEA;phosphoELM_MIMP	CancerCellMap:15284024;HPRD-phos:10918587;HPRD-phos:11294897;HPRD-phos:11350938;HPRD-phos:11940572;HPRD-phos:12244095;HPRD-phos:12576423;HPRD-phos:12626508;HPRD-phos:14551213;HPRD-phos:16497976;HPRD-phos:17016520;HPRD-phos:17389395;HPRD-phos:19901323;HPRD-phos:8626374;HPRD:10918587;HPRD:11294897;HPRD:11350938;HPRD:11722592;HPRD:11940572;HPRD:12244095;HPRD:12576423;HPRD:12626508;HPRD:14551213;HPRD:8272872;HPRD:8626374;HPRD:9566874;InnateDB:15284024;KEA:10918587;KEA:11294897;KEA:11350938;KEA:11429593;KEA:11850821;KEA:11940572;KEA:12244095;KEA:12576423;KEA:12626508;KEA:14551213;KEA:15592455;KEA:8272872;KEA:8626374;KEA:9083098;KEA:9305919;KEA:9566874;KEA:9582023;NetPath:15284024;ProtMapper:17595657;ProtMapper:18691551;ProtMapper:19723038;ProtMapper:22905257;ProtMapper:24501689;ProtMapper:26260587;SIGNOR:19723038;SIGNOR:24710148;SIGNOR:26260587;SPIKE:21690253;SignaLink3:10851062;SignaLink3:10918587;SignaLink3:11163236;SignaLink3:11294897;SignaLink3:11306517;SignaLink3:11350938;SignaLink3:11418623;SignaLink3:11564763;SignaLink3:11706020;SignaLink3:11722592;SignaLink3:11940572;SignaLink3:12040185;SignaLink3:12093291;SignaLink3:12244095;SignaLink3:12244150;SignaLink3:12351624;SignaLink3:12517932;SignaLink3:12576423;SignaLink3:12626508;SignaLink3:12626585;SignaLink3:12759422;SignaLink3:14551213;SignaLink3:14565860;SignaLink3:14764663;SignaLink3:15261459;SignaLink3:15805299;SignaLink3:17878297;SignaLink3:18389480;SignaLink3:18669613;SignaLink3:18941194;SignaLink3:19535621;SignaLink3:20169197;SignaLink3:20966397;SignaLink3:21098725;SignaLink3:21420464;SignaLink3:23124025;SignaLink3:23331499;SignaLink3:25297818;SignaLink3:27774606;SignaLink3:29145629;SignaLink3:7796300;SignaLink3:8085155;SignaLink3:8272872;SignaLink3:8626374;SignaLink3:8662591;SignaLink3:8662795;SignaLink3:8662928;SignaLink3:8756628;SignaLink3:9535918;SignaLink3:9566874;SignaLink3:9651359;iPTMnet:10918587;iPTMnet:11294897;iPTMnet:11350938;iPTMnet:11940572;iPTMnet:12244095;iPTMnet:12576423;iPTMnet:12626508;iPTMnet:14551213;iPTMnet:16497976;iPTMnet:17016520;iPTMnet:17389395;iPTMnet:19723038;iPTMnet:19901323;iPTMnet:8626374
35	O15111	Q00653	1	1	0	CancerCellMap;HPRD;KEA;KEGG;MIMP;Macrophage;NetPath;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR_ProtMapper;SPIKE;Sparser_ProtMapper;Wang;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP	CancerCellMap:14743216;HPRD:14743216;HPRD:18617892;KEA:15310758;Macrophage:11239468;Macrophage:11520989;Macrophage:12387745;Macrophage:15145317;Macrophage:15214841;Macrophage:15218526;Macrophage:15371334;Macrophage:16285893;Macrophage:16793322;Macrophage:16970925;Macrophage:17072322;Macrophage:17561400;NetPath:14743216;PhosphoSite:15140882;PhosphoSite:15310758;ProtMapper:15084608;ProtMapper:15310758;ProtMapper:22388891;ProtMapper:26462035;ProtMapper:26999213;ProtMapper:28829404;ProtMapper:29907126;SPIKE:15145317;phosphoELM:15310758
36	P20749	Q00653	1	1	0	BioGRID;HPRD;InnateDB;Macrophage;SIGNOR;SPIKE	BioGRID:28689659;BioGRID:8453667;HPRD:11707390;HPRD:17962807;HPRD:8453667;InnateDB:12808109;InnateDB:16108830;Macrophage:10362352;Macrophage:10453354;Macrophage:14668329;Macrophage:15371334;Macrophage:15465827;Macrophage:16513645;Macrophage:17072322;Macrophage:17349209;Macrophage:8453667;Macrophage:9405619;SIGNOR:16713561;SPIKE:17183360
37	P20749	P19838	1	1	0	HPRD;InnateDB;KEGG;Macrophage;NetPath;SIGNOR;SPIKE;Wang	HPRD:10362352;HPRD:14678988;HPRD:17962807;HPRD:8428580;InnateDB:16108830;InnateDB:18668140;Macrophage:10362352;Macrophage:10453354;Macrophage:11931770;Macrophage:16513645;Macrophage:17561400;Macrophage:8330739;Macrophage:9218802;NetPath:10469655;SIGNOR:21912613;SPIKE:17183360
38	P04637	Q09472	1	0	0	BioGRID;DIP;HPRD;InnateDB;IntAct;Lit-BM-17;MPPI;SPIKE;Wang	BioGRID:12162806;BioGRID:12724314;BioGRID:15186775;BioGRID:15337767;BioGRID:16024799;BioGRID:17438265;BioGRID:18391200;BioGRID:18612383;BioGRID:21471221;BioGRID:9194565;BioGRID:9288740;DIP:11070080;DIP:17438265;DIP:18391200;DIP:19217391;DIP:19234109;DIP:25651062;DIP:26302407;HPRD:10942770;HPRD:11907332;HPRD:12724314;HPRD:16438982;HPRD:9194564;HPRD:9288740;HPRD:9744860;HPRD:9809062;InnateDB:10706102;InnateDB:15509808;InnateDB:21187340;InnateDB:23148227;IntAct:10518217;IntAct:11907332;IntAct:15542844;IntAct:16611888;IntAct:17438265;IntAct:17906639;IntAct:18391200;IntAct:18485870;IntAct:19217391;IntAct:19234109;IntAct:19339993;IntAct:23010591;IntAct:25651062;IntAct:26302407;Lit-BM-17:10490106;Lit-BM-17:10518217;Lit-BM-17:11070080;Lit-BM-17:11359905;Lit-BM-17:11433299;Lit-BM-17:11804596;Lit-BM-17:11907332;Lit-BM-17:12162806;Lit-BM-17:12501250;Lit-BM-17:12690203;Lit-BM-17:12724314;Lit-BM-17:14612423;Lit-BM-17:14759370;Lit-BM-17:15186775;Lit-BM-17:15295102;Lit-BM-17:15509808;Lit-BM-17:15542844;Lit-BM-17:15558054;Lit-BM-17:15664194;Lit-BM-17:15965232;Lit-BM-17:16024799;Lit-BM-17:16135789;Lit-BM-17:16537920;Lit-BM-17:16543236;Lit-BM-17:16611888;Lit-BM-17:16678111;Lit-BM-17:16782091;Lit-BM-17:16928824;Lit-BM-17:16959611;Lit-BM-17:17189186;Lit-BM-17:17452980;Lit-BM-17:17906639;Lit-BM-17:17977830;Lit-BM-17:18243116;Lit-BM-17:18391200;Lit-BM-17:18485870;Lit-BM-17:18612383;Lit-BM-17:19217391;Lit-BM-17:19218448;Lit-BM-17:19234109;Lit-BM-17:19339993;Lit-BM-17:19805293;Lit-BM-17:20234175;Lit-BM-17:21187340;Lit-BM-17:21471221;Lit-BM-17:22013068;Lit-BM-17:22074660;Lit-BM-17:22266186;Lit-BM-17:22731250;Lit-BM-17:23010591;Lit-BM-17:23307557;Lit-BM-17:23329847;Lit-BM-17:23402884;Lit-BM-17:23728348;Lit-BM-17:23796514;Lit-BM-17:23870121;Lit-BM-17:23880760;Lit-BM-17:24821727;Lit-BM-17:25156994;Lit-BM-17:25288747;Lit-BM-17:25753752;Lit-BM-17:25867071;Lit-BM-17:26229107;Lit-BM-17:26625199;Lit-BM-17:27818144;Lit-BM-17:9194564;Lit-BM-17:9194565;Lit-BM-17:9288740;Lit-BM-17:9744860;Lit-BM-17:9891054;MPPI:10648616;SPIKE:12574133
39	Q09472	P04637	1	1	0	ACSN;BioGRID;DIP;HPRD;HPRD-phos;InnateDB;IntAct;KEGG-MEDICUS;Lit-BM-17;MPPI;SIGNOR;SPIKE;Wang;iPTMnet	ACSN:11804596;ACSN:12660246;ACSN:19407812;ACSN:19788416;BioGRID:12162806;BioGRID:12724314;BioGRID:15186775;BioGRID:15337767;BioGRID:16024799;BioGRID:17438265;BioGRID:18391200;BioGRID:18612383;BioGRID:21471221;BioGRID:9194565;BioGRID:9288740;DIP:11070080;DIP:17438265;DIP:18391200;DIP:19217391;DIP:19234109;DIP:25651062;DIP:26302407;HPRD-phos:12724314;HPRD-phos:19608861;HPRD-phos:9288740;HPRD-phos:9744860;HPRD:10942770;HPRD:11907332;HPRD:12724314;HPRD:16438982;HPRD:9194564;HPRD:9288740;HPRD:9744860;HPRD:9809062;InnateDB:10706102;InnateDB:15509808;InnateDB:21187340;InnateDB:23148227;IntAct:10518217;IntAct:11907332;IntAct:15542844;IntAct:16611888;IntAct:17438265;IntAct:17906639;IntAct:18391200;IntAct:18485870;IntAct:19217391;IntAct:19234109;IntAct:19339993;IntAct:23010591;IntAct:25651062;IntAct:26302407;Lit-BM-17:10490106;Lit-BM-17:10518217;Lit-BM-17:11070080;Lit-BM-17:11359905;Lit-BM-17:11433299;Lit-BM-17:11804596;Lit-BM-17:11907332;Lit-BM-17:12162806;Lit-BM-17:12501250;Lit-BM-17:12690203;Lit-BM-17:12724314;Lit-BM-17:14612423;Lit-BM-17:14759370;Lit-BM-17:15186775;Lit-BM-17:15295102;Lit-BM-17:15509808;Lit-BM-17:15542844;Lit-BM-17:15558054;Lit-BM-17:15664194;Lit-BM-17:15965232;Lit-BM-17:16024799;Lit-BM-17:16135789;Lit-BM-17:16537920;Lit-BM-17:16543236;Lit-BM-17:16611888;Lit-BM-17:16678111;Lit-BM-17:16782091;Lit-BM-17:16928824;Lit-BM-17:16959611;Lit-BM-17:17189186;Lit-BM-17:17452980;Lit-BM-17:17906639;Lit-BM-17:17977830;Lit-BM-17:18243116;Lit-BM-17:18391200;Lit-BM-17:18485870;Lit-BM-17:18612383;Lit-BM-17:19217391;Lit-BM-17:19218448;Lit-BM-17:19234109;Lit-BM-17:19339993;Lit-BM-17:19805293;Lit-BM-17:20234175;Lit-BM-17:21187340;Lit-BM-17:21471221;Lit-BM-17:22013068;Lit-BM-17:22074660;Lit-BM-17:22266186;Lit-BM-17:22731250;Lit-BM-17:23010591;Lit-BM-17:23307557;Lit-BM-17:23329847;Lit-BM-17:23402884;Lit-BM-17:23728348;Lit-BM-17:23796514;Lit-BM-17:23870121;Lit-BM-17:23880760;Lit-BM-17:24821727;Lit-BM-17:25156994;Lit-BM-17:25288747;Lit-BM-17:25753752;Lit-BM-17:25867071;Lit-BM-17:26229107;Lit-BM-17:26625199;Lit-BM-17:27818144;Lit-BM-17:9194564;Lit-BM-17:9194565;Lit-BM-17:9288740;Lit-BM-17:9744860;Lit-BM-17:9891054;MPPI:10648616;SIGNOR:11070080;SPIKE:12574133;SPIKE:16024799;SPIKE:18931695;SPIKE:19805293;SPIKE:20094059;iPTMnet:20228809
40	P19838	Q92793	1	1	0	CA1;Macrophage;SPIKE;Wang	CA1:9660950;Macrophage:16835236;SPIKE:12789342
41	Q92793	P19838	1	0	0	Macrophage;SPIKE;Wang	Macrophage:16835236;SPIKE:12789342
42	P48729	P16220	1	1	0	HPRD_MIMP;MIMP;PhosphoSite;PhosphoSite_MIMP;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;iPTMnet;phosphoELM_MIMP	PhosphoSite:17209043;ProtMapper:9931297;SIGNOR:9931297;SPIKE:17209043;iPTMnet:9931297
43	Q9Y4C1	P10275	1	1	0	NetPath;SPIKE	NetPath:16603237;SPIKE:17363312;SPIKE:17909537
44	O75676	P01100	1	1	0	ACSN;HPRD;HPRD_MIMP;MIMP;PhosphoPoint;PhosphoSite_MIMP;ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;SignaLink3;iPTMnet;phosphoELM_MIMP	ACSN:15187187;ACSN:15239952;ACSN:16286006;ACSN:16393692;ACSN:21233202;HPRD:9792677;ProtMapper:22187936;ProtMapper:8248197;SIGNOR:22187936;SIGNOR:8248197;SPIKE:9792677;SignaLink3:23331499;SignaLink3:9792677;iPTMnet:22187936;iPTMnet:8248197
45	O14920	P19838	1	0	1	BEL-Large-Corpus_ProtMapper;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;InnateDB;IntAct;KEA;KEGG;Lit-BM-17;MIMP;Macrophage;NCI-PID_ProtMapper;PhosphoNetworks;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;Sparser_ProtMapper;Wang;dbPTM;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP	HPRD-phos:10469655;HPRD-phos:11158290;HPRD-phos:11976329;HPRD:10469655;HPRD:11158290;HPRD:11976329;InnateDB:10469655;InnateDB:10835356;InnateDB:11158290;IntAct:11297557;IntAct:12482991;IntAct:25241761;KEA:10469655;KEA:11158290;KEA:11976329;Lit-BM-17:10469655;Lit-BM-17:11158290;Lit-BM-17:11297557;Lit-BM-17:11976329;Lit-BM-17:12482991;Lit-BM-17:25241761;Macrophage:12842894;Macrophage:15489227;PhosphoSite:10469655;PhosphoSite:11158290;PhosphoSite:11976329;PhosphoSite:19250910;ProtMapper:10469655;ProtMapper:11158290;ProtMapper:11297557;ProtMapper:11976329;ProtMapper:15212693;ProtMapper:18782567;ProtMapper:19519322;ProtMapper:26999213;ProtMapper:27187478;ProtMapper:27402796;ProtMapper:27554194;ProtMapper:29485707;SIGNOR:10469655;SIGNOR:11158290;SPIKE:15199157;dbPTM:11297557;dbPTM:12482991;iPTMnet:10022904;iPTMnet:10469655;iPTMnet:11158290;iPTMnet:11976329;phosphoELM:10469655
46	P19838	O14920	1	0	0	HPRD;InnateDB;IntAct;Lit-BM-17;Wang	HPRD:10469655;HPRD:11158290;HPRD:11976329;InnateDB:10469655;InnateDB:10835356;InnateDB:11158290;IntAct:11297557;IntAct:12482991;IntAct:25241761;Lit-BM-17:10469655;Lit-BM-17:11158290;Lit-BM-17:11297557;Lit-BM-17:11976329;Lit-BM-17:12482991;Lit-BM-17:25241761
47	P45983	P05412	1	1	0	ACSN;BEL-Large-Corpus_ProtMapper;BioGRID;CA1;CancerCellMap;DIP;ELM;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;InnateDB;IntAct;KEA;KEGG;KEGG-MEDICUS;Lit-BM-17;MIMP;Macrophage;NCI-PID_ProtMapper;NetworKIN_KEA;PhosphoNetworks;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;Reactome_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;SignaLink3;Sparser_ProtMapper;Wang;dbPTM;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP	ACSN:11274345;ACSN:16393692;ACSN:19436832;ACSN:20028971;ACSN:20506250;BioGRID:10908726;BioGRID:10987838;BioGRID:12185592;BioGRID:12407442;BioGRID:12832416;BioGRID:14517282;BioGRID:14572659;BioGRID:14701799;BioGRID:15288121;BioGRID:15289320;BioGRID:15677475;BioGRID:19270716;BioGRID:21538482;CA1:1608942;CancerCellMap:10064600;CancerCellMap:8586671;DIP:18003900;DIP:8137421;ELM:8157646;HPRD-phos:12740383;HPRD-phos:18212344;HPRD-phos:18452278;HPRD-phos:18669648;HPRD-phos:18707149;HPRD-phos:19413330;HPRD-phos:19664995;HPRD-phos:20058876;HPRD-phos:20068231;HPRD-phos:8137421;HPRD-phos:8224842;HPRD-phos:8654373;HPRD:15302935;HPRD:16291755;HPRD:8137421;HPRD:8224842;HPRD:8654373;InnateDB:11809792;InnateDB:12963725;InnateDB:16007099;InnateDB:16824735;InnateDB:18617513;InnateDB:8001819;InnateDB:8654373;IntAct:10393177;IntAct:15894542;IntAct:16291755;IntAct:18003900;IntAct:19527717;KEA:11896587;KEA:11948398;KEA:11971971;KEA:12531896;KEA:15302935;KEA:15378002;KEA:17570479;KEA:8137421;KEA:8224842;KEA:8654373;Lit-BM-17:10747973;Lit-BM-17:10962563;Lit-BM-17:10987838;Lit-BM-17:11108663;Lit-BM-17:11278395;Lit-BM-17:11907583;Lit-BM-17:12052834;Lit-BM-17:12185592;Lit-BM-17:12228228;Lit-BM-17:12697749;Lit-BM-17:12832416;Lit-BM-17:12963725;Lit-BM-17:13130464;Lit-BM-17:14517282;Lit-BM-17:14557262;Lit-BM-17:14572659;Lit-BM-17:14612408;Lit-BM-17:14633987;Lit-BM-17:14701799;Lit-BM-17:15289320;Lit-BM-17:15299005;Lit-BM-17:15590691;Lit-BM-17:15677475;Lit-BM-17:15749833;Lit-BM-17:15958389;Lit-BM-17:16007099;Lit-BM-17:16157600;Lit-BM-17:16166642;Lit-BM-17:16291755;Lit-BM-17:16434970;Lit-BM-17:16533805;Lit-BM-17:16549498;Lit-BM-17:16740711;Lit-BM-17:16824735;Lit-BM-17:16983342;Lit-BM-17:17189706;Lit-BM-17:17363973;Lit-BM-17:17875713;Lit-BM-17:18003900;Lit-BM-17:18429822;Lit-BM-17:18922473;Lit-BM-17:18957422;Lit-BM-17:19270716;Lit-BM-17:19527717;Lit-BM-17:19910486;Lit-BM-17:20732415;Lit-BM-17:22110360;Lit-BM-17:23816567;Lit-BM-17:25098452;Lit-BM-17:8001819;Lit-BM-17:8137421;Lit-BM-17:8586671;Lit-BM-17:8621542;Lit-BM-17:8654373;Lit-BM-17:8846788;Lit-BM-17:9575168;Lit-BM-17:9692890;Lit-BM-17:9774977;Lit-BM-17:9808624;Macrophage:11460167;ProtMapper:10385525;ProtMapper:10493750;ProtMapper:10617104;ProtMapper:10713700;ProtMapper:10882101;ProtMapper:11562357;ProtMapper:11801649;ProtMapper:12087092;ProtMapper:12881422;ProtMapper:14523011;ProtMapper:15068801;ProtMapper:15212693;ProtMapper:16076903;ProtMapper:17055484;ProtMapper:17143273;ProtMapper:18362184;ProtMapper:24113186;ProtMapper:7600582;ProtMapper:7652575;ProtMapper:7737130;ProtMapper:7992057;ProtMapper:8137421;ProtMapper:8525045;ProtMapper:8607977;ProtMapper:9184210;ProtMapper:9305638;ProtMapper:9315636;ProtMapper:9407028;ProtMapper:9487126;ProtMapper:9891069;SIGNOR:12040039;SIGNOR:17158707;SIGNOR:21561061;SIGNOR:9405416;SPIKE:10617656;SPIKE:10871633;SPIKE:12871843;SPIKE:1460037;SPIKE:9169478;SPIKE:9561845;SignaLink3:12052834;SignaLink3:15302935;SignaLink3:16291755;SignaLink3:16983342;SignaLink3:18988627;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:8137421;SignaLink3:8224842;SignaLink3:8586671;SignaLink3:8654373;dbPTM:15302935;dbPTM:17804415;dbPTM:18650425;dbPTM:18669648;dbPTM:19413330;dbPTM:19690332;iPTMnet:11948398;iPTMnet:12740383;iPTMnet:18212344;iPTMnet:18452278;iPTMnet:18669648;iPTMnet:18707149;iPTMnet:19413330;iPTMnet:19664995;iPTMnet:20058876;iPTMnet:20068231;iPTMnet:7737130;iPTMnet:8137421;iPTMnet:8224842;iPTMnet:8654373;iPTMnet:9687508;phosphoELM:11948398;phosphoELM:8137421
48	Q9NZJ5	P18848	1	1	0	KEGG;SPIKE	SPIKE:15550948;SPIKE:19029953
49	P11021	P18850	1	0	1	KEGG-MEDICUS;SIGNOR;SPIKE	SIGNOR:31226023;SPIKE:18624755
50	P16220	Q92793	1	1	0	ACSN;BioGRID;CA1;DIP;DOMINO;HPRD;IntAct;Lit-BM-17;NetPath;SIGNOR;SPIKE;Wang;iPTMnet	ACSN:9829964;BioGRID:12198160;BioGRID:18599546;BioGRID:27789289;BioGRID:7913207;BioGRID:8663317;BioGRID:9829964;CA1:7870178;CA1:7870179;CA1:8004670;CA1:8413673;DIP:16799563;DIP:7913207;DOMINO:17476304;HPRD:15073328;HPRD:9413984;IntAct:16799563;IntAct:17476304;IntAct:20541704;Lit-BM-17:10866654;Lit-BM-17:11259575;Lit-BM-17:11313407;Lit-BM-17:11564156;Lit-BM-17:12198160;Lit-BM-17:12933667;Lit-BM-17:15073328;Lit-BM-17:15585582;Lit-BM-17:15691881;Lit-BM-17:16799563;Lit-BM-17:17476304;Lit-BM-17:17707401;Lit-BM-17:18599546;Lit-BM-17:20403362;Lit-BM-17:20541704;Lit-BM-17:7870179;Lit-BM-17:7913207;Lit-BM-17:8028671;Lit-BM-17:8413673;Lit-BM-17:8663317;Lit-BM-17:9413984;Lit-BM-17:9829964;NetPath:11123304;NetPath:15691881;SIGNOR:9829964;SPIKE:11123304;SPIKE:11483993;SPIKE:16007092;SPIKE:17476304;iPTMnet:12595525
51	Q92793	P16220	1	0	0	ACSN;BioGRID;DIP;DOMINO;HPRD;IntAct;Lit-BM-17;NetPath;SIGNOR;SPIKE;Wang;iPTMnet	ACSN:9829964;BioGRID:12198160;BioGRID:18599546;BioGRID:27789289;BioGRID:7913207;BioGRID:8663317;BioGRID:9829964;DIP:16799563;DIP:7913207;DOMINO:17476304;HPRD:15073328;HPRD:9413984;IntAct:16799563;IntAct:17476304;IntAct:20541704;Lit-BM-17:10866654;Lit-BM-17:11259575;Lit-BM-17:11313407;Lit-BM-17:11564156;Lit-BM-17:12198160;Lit-BM-17:12933667;Lit-BM-17:15073328;Lit-BM-17:15585582;Lit-BM-17:15691881;Lit-BM-17:16799563;Lit-BM-17:17476304;Lit-BM-17:17707401;Lit-BM-17:18599546;Lit-BM-17:20403362;Lit-BM-17:20541704;Lit-BM-17:7870179;Lit-BM-17:7913207;Lit-BM-17:8028671;Lit-BM-17:8413673;Lit-BM-17:8663317;Lit-BM-17:9413984;Lit-BM-17:9829964;NetPath:11123304;NetPath:15691881;SIGNOR:9829964;SPIKE:11123304;SPIKE:16007092;SPIKE:17476304;iPTMnet:12595525
52	O75676	P16220	1	1	0	ACSN;HPRD;HPRD_KEA;HPRD_MIMP;KEA;KEGG-MEDICUS;MIMP;Macrophage;NCI-PID_ProtMapper;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;SignaLink3;Wang;iPTMnet;phosphoELM_MIMP	ACSN:15187187;ACSN:17158541;HPRD:11175347;HPRD:8688081;HPRD:9687510;HPRD:9792677;HPRD:9829964;KEA:11018520;KEA:11160957;KEA:11175347;KEA:11698596;KEA:11909979;KEA:11969286;KEA:12235136;KEA:12356771;KEA:15733869;KEA:7958915;KEA:8688081;KEA:8887554;KEA:9528766;KEA:9687510;KEA:9829964;Macrophage:18813292;ProtMapper:11909979;ProtMapper:17668895;ProtMapper:9687510;ProtMapper:9792677;SIGNOR:10558990;SIGNOR:17668895;SPIKE:9792677;SignaLink3:11175347;SignaLink3:11909979;SignaLink3:23331499;SignaLink3:8688081;SignaLink3:9687510;SignaLink3:9792677;SignaLink3:9829964;iPTMnet:11175347;iPTMnet:11909979;iPTMnet:16517600;iPTMnet:17668895;iPTMnet:18690222;iPTMnet:8688081;iPTMnet:9687510;iPTMnet:9829964
53	Q96EB6	Q04206	1	0	1	HPRD;InnateDB;IntAct;SIGNOR;SPIKE	HPRD:15152190;InnateDB:25217963;IntAct:15152190;IntAct:21081649;SIGNOR:15152190;SPIKE:15152190;SPIKE:19408108
54	P04792	P10275	1	0	1	NetPath;ProtMapper;RLIMS-P_ProtMapper;SPIKE;Wang	NetPath:17974989;ProtMapper:17974989;SPIKE:19767773
55	P10275	P04792	1	0	0	NetPath;SPIKE;Wang	NetPath:17974989;SPIKE:19767773
56	P10275	Q12778	1	0	1	HPRD;Lit-BM-17;NetPath;SPIKE;Wang	HPRD:12482965;Lit-BM-17:12482965;Lit-BM-17:17202144;NetPath:17202144;SPIKE:18391971
57	Q12778	P10275	1	0	1	HPRD;Lit-BM-17;NetPath;SPIKE;Wang	HPRD:12482965;Lit-BM-17:12482965;Lit-BM-17:17202144;NetPath:17202144;SPIKE:18391971
