	PC3	MCF7	A375	HA1E	HCC515	VCAP	HEPG2	HT29	A549
CPC014_HEPG2_6H:BRD-K13514097-001-01-2:10	0	0	0	0	0	0	1	0	0
CPC014_HT29_6H:BRD-K13514097-001-01-2:10	0	0	0	0	0	0	0	1	0
CPC014_A549_6H:BRD-K13514097-001-01-2:10	0	0	0	0	0	0	0	0	1
CPC014_PC3_6H:BRD-K13566078-003-01-1:10	1	0	0	0	0	0	0	0	0
LJP001_MCF7_6H:BRD-K13566078-003-03-7:10	0	1	0	0	0	0	0	0	0
CPC014_A375_6H:BRD-K13566078-003-01-1:10	0	0	1	0	0	0	0	0	0
CPC014_HA1E_6H:BRD-K13566078-003-01-1:10	0	0	0	1	0	0	0	0	0
CPC014_HCC515_6H:BRD-K13566078-003-01-1:10	0	0	0	0	1	0	0	0	0
CPC014_VCAP_6H:BRD-K13566078-003-01-1:10	0	0	0	0	0	1	0	0	0
CPC014_HEPG2_6H:BRD-K13566078-003-01-1:10	0	0	0	0	0	0	1	0	0
CPC014_HT29_6H:BRD-K13566078-003-01-1:10	0	0	0	0	0	0	0	1	0
CPC014_A549_6H:BRD-K13566078-003-01-1:10	0	0	0	0	0	0	0	0	1
CPC014_PC3_6H:BRD-K14681867-015-01-6:10	1	0	0	0	0	0	0	0	0
CPC014_MCF7_6H:BRD-K14681867-015-01-6:10	0	1	0	0	0	0	0	0	0
CPC014_A375_6H:BRD-K14681867-015-01-6:10	0	0	1	0	0	0	0	0	0
CPC014_HA1E_6H:BRD-K14681867-015-01-6:10	0	0	0	1	0	0	0	0	0
CPC014_HCC515_6H:BRD-K14681867-015-01-6:10	0	0	0	0	1	0	0	0	0
CPC014_VCAP_6H:BRD-K14681867-015-01-6:10	0	0	0	0	0	1	0	0	0
CPC014_HEPG2_6H:BRD-K14681867-015-01-6:10	0	0	0	0	0	0	1	0	0
CPC014_HT29_6H:BRD-K14681867-015-01-6:10	0	0	0	0	0	0	0	1	0
CPC014_A549_6H:BRD-K14681867-015-01-6:10	0	0	0	0	0	0	0	0	1
CPC014_PC3_6H:BRD-K14880289-001-01-4:10	1	0	0	0	0	0	0	0	0
CPC014_MCF7_6H:BRD-K14880289-001-01-4:10	0	1	0	0	0	0	0	0	0
CPC014_A375_6H:BRD-K14880289-001-01-4:10	0	0	1	0	0	0	0	0	0
CPC014_HA1E_6H:BRD-K14880289-001-01-4:10	0	0	0	1	0	0	0	0	0
CPC014_HCC515_6H:BRD-K14880289-001-01-4:10	0	0	0	0	1	0	0	0	0
CPC014_VCAP_6H:BRD-K14880289-001-01-4:10	0	0	0	0	0	1	0	0	0
CPC014_HEPG2_6H:BRD-K14880289-001-01-4:10	0	0	0	0	0	0	1	0	0
CPC014_HT29_6H:BRD-K14880289-001-01-4:10	0	0	0	0	0	0	0	1	0
CPC014_A549_6H:BRD-K14880289-001-01-4:10	0	0	0	0	0	0	0	0	1
CPC014_PC3_6H:BRD-K16485616-001-03-0:10	1	0	0	0	0	0	0	0	0
CPC014_MCF7_6H:BRD-K16485616-001-03-0:10	0	1	0	0	0	0	0	0	0
CPC014_A375_6H:BRD-K16485616-001-03-0:10	0	0	1	0	0	0	0	0	0
CPC014_HA1E_6H:BRD-K16485616-001-03-0:10	0	0	0	1	0	0	0	0	0
CPC014_HCC515_6H:BRD-K16485616-001-03-0:10	0	0	0	0	1	0	0	0	0
CPC014_VCAP_6H:BRD-K16485616-001-03-0:10	0	0	0	0	0	1	0	0	0
CPC014_HEPG2_6H:BRD-K16485616-001-03-0:10	0	0	0	0	0	0	1	0	0
CPC014_HT29_6H:BRD-K16485616-001-03-0:10	0	0	0	0	0	0	0	1	0
CPC014_A549_6H:BRD-K16485616-001-03-0:10	0	0	0	0	0	0	0	0	1
CPC014_PC3_6H:BRD-K18135438-001-08-4:10	1	0	0	0	0	0	0	0	0
CPC014_MCF7_6H:BRD-K18135438-001-08-4:10	0	1	0	0	0	0	0	0	0
CPC014_A375_6H:BRD-K18135438-001-08-4:10	0	0	1	0	0	0	0	0	0
CPC014_HA1E_6H:BRD-K18135438-001-08-4:10	0	0	0	1	0	0	0	0	0
CPC014_HCC515_6H:BRD-K18135438-001-08-4:10	0	0	0	0	1	0	0	0	0
CPC014_VCAP_6H:BRD-K18135438-001-08-4:10	0	0	0	0	0	1	0	0	0
CPC014_HEPG2_6H:BRD-K18135438-001-08-4:10	0	0	0	0	0	0	1	0	0
CPC014_HT29_6H:BRD-K18135438-001-08-4:10	0	0	0	0	0	0	0	1	0
CPC014_A549_6H:BRD-K18135438-001-08-4:10	0	0	0	0	0	0	0	0	1
CPC014_PC3_6H:BRD-K23192422-001-01-1:10	1	0	0	0	0	0	0	0	0
CPC014_MCF7_6H:BRD-K23192422-001-01-1:10	0	1	0	0	0	0	0	0	0
CPC014_A375_6H:BRD-K23192422-001-01-1:10	0	0	1	0	0	0	0	0	0
CPC014_HA1E_6H:BRD-K23192422-001-01-1:10	0	0	0	1	0	0	0	0	0
CPC014_HCC515_6H:BRD-K23192422-001-01-1:10	0	0	0	0	1	0	0	0	0
CPC014_VCAP_6H:BRD-K23192422-001-01-1:10	0	0	0	0	0	1	0	0	0
CPC014_HEPG2_6H:BRD-K23192422-001-01-1:10	0	0	0	0	0	0	1	0	0
CPC014_HT29_6H:BRD-K23192422-001-01-1:10	0	0	0	0	0	0	0	1	0
CPC014_A549_6H:BRD-K23192422-001-01-1:10	0	0	0	0	0	0	0	0	1
CPC014_PC3_6H:BRD-K25311561-001-03-2:10	1	0	0	0	0	0	0	0	0
CPC014_MCF7_6H:BRD-K25311561-001-03-2:10	0	1	0	0	0	0	0	0	0
CPC014_A375_6H:BRD-K25311561-001-03-2:10	0	0	1	0	0	0	0	0	0
CPC014_HA1E_6H:BRD-K25311561-001-02-4:10	0	0	0	1	0	0	0	0	0
CPC014_HCC515_6H:BRD-K25311561-001-03-2:10	0	0	0	0	1	0	0	0	0
CPC014_VCAP_6H:BRD-K25311561-001-02-4:10	0	0	0	0	0	1	0	0	0
CPC014_HEPG2_6H:BRD-K25311561-001-03-2:10	0	0	0	0	0	0	1	0	0
CPC014_HT29_6H:BRD-K25311561-001-03-2:10	0	0	0	0	0	0	0	1	0
CPC014_A549_6H:BRD-K25311561-001-02-4:10	0	0	0	0	0	0	0	0	1
CPC014_PC3_6H:BRD-K26674531-001-01-3:10	1	0	0	0	0	0	0	0	0
CPC014_MCF7_6H:BRD-K26674531-001-01-3:10	0	1	0	0	0	0	0	0	0
CPC014_A375_6H:BRD-K26674531-001-01-3:10	0	0	1	0	0	0	0	0	0
CPC014_HA1E_6H:BRD-K26674531-001-01-3:10	0	0	0	1	0	0	0	0	0
CPC014_HCC515_6H:BRD-K26674531-001-01-3:10	0	0	0	0	1	0	0	0	0
CPC014_VCAP_6H:BRD-K26674531-001-01-3:10	0	0	0	0	0	1	0	0	0
CPC014_HEPG2_6H:BRD-K26674531-001-01-3:10	0	0	0	0	0	0	1	0	0
CPC014_HT29_6H:BRD-K26674531-001-01-3:10	0	0	0	0	0	0	0	1	0
CPC014_A549_6H:BRD-K26674531-001-01-3:10	0	0	0	0	0	0	0	0	1
CPC014_PC3_6H:BRD-K29582115-311-02-0:10	1	0	0	0	0	0	0	0	0
CPC014_MCF7_6H:BRD-K29582115-311-02-0:10	0	1	0	0	0	0	0	0	0
CPC014_A375_6H:BRD-K29582115-311-02-0:10	0	0	1	0	0	0	0	0	0
CPC014_HA1E_6H:BRD-K29582115-311-02-0:10	0	0	0	1	0	0	0	0	0
CPC014_HCC515_6H:BRD-K29582115-311-02-0:10	0	0	0	0	1	0	0	0	0
CPC014_VCAP_6H:BRD-K29582115-311-02-0:10	0	0	0	0	0	1	0	0	0
CPC014_HEPG2_6H:BRD-K29582115-311-02-0:10	0	0	0	0	0	0	1	0	0
CPC014_HT29_6H:BRD-K29582115-311-02-0:10	0	0	0	0	0	0	0	1	0
CPC014_A549_6H:BRD-K29582115-311-02-0:10	0	0	0	0	0	0	0	0	1
CPC014_PC3_6H:BRD-K36529613-001-01-8:10	1	0	0	0	0	0	0	0	0
CPC014_MCF7_6H:BRD-K36529613-001-01-8:10	0	1	0	0	0	0	0	0	0
CPC014_A375_6H:BRD-K36529613-001-01-8:10	0	0	1	0	0	0	0	0	0
CPC014_HA1E_6H:BRD-K36529613-001-01-8:10	0	0	0	1	0	0	0	0	0
CPC014_HCC515_6H:BRD-K36529613-001-01-8:10	0	0	0	0	1	0	0	0	0
CPC014_VCAP_6H:BRD-K36529613-001-01-8:10	0	0	0	0	0	1	0	0	0
CPC014_HEPG2_6H:BRD-K36529613-001-01-8:10	0	0	0	0	0	0	1	0	0
CPC014_HT29_6H:BRD-K36529613-001-01-8:10	0	0	0	0	0	0	0	1	0
CPC014_A549_6H:BRD-K36529613-001-01-8:10	0	0	0	0	0	0	0	0	1
CPC014_PC3_6H:BRD-K37846922-001-07-8:10	1	0	0	0	0	0	0	0	0
CPC014_MCF7_6H:BRD-K37846922-001-07-8:10	0	1	0	0	0	0	0	0	0
CPC014_A375_6H:BRD-K37846922-001-07-8:10	0	0	1	0	0	0	0	0	0
CPC014_HA1E_6H:BRD-K37846922-001-07-8:10	0	0	0	1	0	0	0	0	0
CPC014_HCC515_6H:BRD-K37846922-001-07-8:10	0	0	0	0	1	0	0	0	0
CPC014_VCAP_6H:BRD-K37846922-001-07-8:10	0	0	0	0	0	1	0	0	0
CPC018_HEPG2_6H:BRD-K37846922-001-04-5:10	0	0	0	0	0	0	1	0	0
CPC018_HT29_6H:BRD-K37846922-001-04-5:10	0	0	0	0	0	0	0	1	0
CPC018_A549_6H:BRD-K37846922-001-04-5:10	0	0	0	0	0	0	0	0	1
CPC014_PC3_6H:BRD-K40175214-001-01-7:10	1	0	0	0	0	0	0	0	0
LJP001_MCF7_6H:BRD-K40175214-001-03-3:10	0	1	0	0	0	0	0	0	0
CPC014_A375_6H:BRD-K40175214-001-01-7:10	0	0	1	0	0	0	0	0	0
CPC014_HA1E_6H:BRD-K40175214-001-01-7:10	0	0	0	1	0	0	0	0	0
CPC014_HCC515_6H:BRD-K40175214-001-01-7:10	0	0	0	0	1	0	0	0	0
CPC014_VCAP_6H:BRD-K40175214-001-01-7:10	0	0	0	0	0	1	0	0	0
CPC014_HEPG2_6H:BRD-K40175214-001-01-7:10	0	0	0	0	0	0	1	0	0
CPC014_HT29_6H:BRD-K40175214-001-01-7:10	0	0	0	0	0	0	0	1	0
CPC014_A549_6H:BRD-K40175214-001-01-7:10	0	0	0	0	0	0	0	0	1
CPC014_PC3_6H:BRD-K41170226-001-05-4:10	1	0	0	0	0	0	0	0	0
CPC014_MCF7_6H:BRD-K41170226-001-05-4:10	0	1	0	0	0	0	0	0	0
CPC014_A375_6H:BRD-K41170226-001-05-4:10	0	0	1	0	0	0	0	0	0
CPC014_HA1E_6H:BRD-K41170226-001-05-4:10	0	0	0	1	0	0	0	0	0
CPC014_HCC515_6H:BRD-K41170226-001-05-4:10	0	0	0	0	1	0	0	0	0
CPC014_VCAP_6H:BRD-K41170226-001-05-4:10	0	0	0	0	0	1	0	0	0
CPC014_HEPG2_6H:BRD-K41170226-001-05-4:10	0	0	0	0	0	0	1	0	0
CPC014_HT29_6H:BRD-K41170226-001-05-4:10	0	0	0	0	0	0	0	1	0
CPC014_A549_6H:BRD-K41170226-001-05-4:10	0	0	0	0	0	0	0	0	1
CPC014_PC3_6H:BRD-K43164539-001-05-7:10	1	0	0	0	0	0	0	0	0
CPC014_MCF7_6H:BRD-K43164539-001-05-7:10	0	1	0	0	0	0	0	0	0
CPC014_A375_6H:BRD-K43164539-001-05-7:10	0	0	1	0	0	0	0	0	0
CPC014_HA1E_6H:BRD-K43164539-001-05-7:10	0	0	0	1	0	0	0	0	0
CPC014_HCC515_6H:BRD-K43164539-001-05-7:10	0	0	0	0	1	0	0	0	0
CPC014_VCAP_6H:BRD-K43164539-001-05-7:10	0	0	0	0	0	1	0	0	0
CPC014_HEPG2_6H:BRD-K43164539-001-05-7:10	0	0	0	0	0	0	1	0	0
CPC014_HT29_6H:BRD-K43164539-001-05-7:10	0	0	0	0	0	0	0	1	0
CPC014_A549_6H:BRD-K43164539-001-05-7:10	0	0	0	0	0	0	0	0	1
CPC014_PC3_6H:BRD-K48722833-001-01-9:10	1	0	0	0	0	0	0	0	0
CPC014_MCF7_6H:BRD-K48722833-001-01-9:10	0	1	0	0	0	0	0	0	0
CPC014_A375_6H:BRD-K48722833-001-01-9:10	0	0	1	0	0	0	0	0	0
CPC014_HA1E_6H:BRD-K48722833-001-01-9:10	0	0	0	1	0	0	0	0	0
CPC014_HCC515_6H:BRD-K48722833-001-01-9:10	0	0	0	0	1	0	0	0	0
CPC014_VCAP_6H:BRD-K48722833-001-01-9:10	0	0	0	0	0	1	0	0	0
CPC014_HEPG2_6H:BRD-K48722833-001-01-9:10	0	0	0	0	0	0	1	0	0
CPC014_HT29_6H:BRD-K48722833-001-01-9:10	0	0	0	0	0	0	0	1	0
CPC014_A549_6H:BRD-K48722833-001-01-9:10	0	0	0	0	0	0	0	0	1
CPC014_PC3_6H:BRD-K50140147-001-01-0:10	1	0	0	0	0	0	0	0	0
CPC014_MCF7_6H:BRD-K50140147-001-02-8:10	0	1	0	0	0	0	0	0	0
CPC014_A375_6H:BRD-K50140147-001-01-0:10	0	0	1	0	0	0	0	0	0
CPC014_HA1E_6H:BRD-K50140147-001-01-0:10	0	0	0	1	0	0	0	0	0
CPC014_HCC515_6H:BRD-K50140147-001-01-0:10	0	0	0	0	1	0	0	0	0
CPC014_VCAP_6H:BRD-K50140147-001-01-0:10	0	0	0	0	0	1	0	0	0
CPC014_HEPG2_6H:BRD-K50140147-001-01-0:10	0	0	0	0	0	0	1	0	0
CPC014_HT29_6H:BRD-K50140147-001-01-0:10	0	0	0	0	0	0	0	1	0
CPC014_A549_6H:BRD-K50140147-001-01-0:10	0	0	0	0	0	0	0	0	1
CPC014_PC3_6H:BRD-K50168500-001-01-2:10	1	0	0	0	0	0	0	0	0
LJP002_MCF7_6H:BRD-K50168500-001-03-8:10	0	1	0	0	0	0	0	0	0
CPC014_A375_6H:BRD-K50168500-001-01-2:10	0	0	1	0	0	0	0	0	0
CPC014_HA1E_6H:BRD-K50168500-001-01-2:10	0	0	0	1	0	0	0	0	0
CPC014_HCC515_6H:BRD-K50168500-001-01-2:10	0	0	0	0	1	0	0	0	0
CPC014_VCAP_6H:BRD-K50168500-001-01-2:10	0	0	0	0	0	1	0	0	0
CPC014_HEPG2_6H:BRD-K50168500-001-01-2:10	0	0	0	0	0	0	1	0	0
CPC014_HT29_6H:BRD-K50168500-001-01-2:10	0	0	0	0	0	0	0	1	0
CPC014_A549_6H:BRD-K50168500-001-01-2:10	0	0	0	0	0	0	0	0	1
CPC014_PC3_6H:BRD-K50720187-050-04-1:10	1	0	0	0	0	0	0	0	0
CPC014_MCF7_6H:BRD-K50720187-050-04-1:10	0	1	0	0	0	0	0	0	0
CPC014_A375_6H:BRD-K50720187-050-04-1:10	0	0	1	0	0	0	0	0	0
CPC014_HA1E_6H:BRD-K50720187-050-04-1:10	0	0	0	1	0	0	0	0	0
CPC014_HCC515_6H:BRD-K50720187-050-04-1:10	0	0	0	0	1	0	0	0	0
CPC014_VCAP_6H:BRD-K50720187-050-04-1:10	0	0	0	0	0	1	0	0	0
CPC014_HEPG2_6H:BRD-K50720187-050-04-1:10	0	0	0	0	0	0	1	0	0
CPC014_HT29_6H:BRD-K50720187-050-04-1:10	0	0	0	0	0	0	0	1	0
CPC014_A549_6H:BRD-K50720187-050-04-1:10	0	0	0	0	0	0	0	0	1
CPC014_PC3_6H:BRD-K51313569-001-02-9:10	1	0	0	0	0	0	0	0	0
CPC014_MCF7_6H:BRD-K51313569-001-02-9:10	0	1	0	0	0	0	0	0	0
CPC014_A375_6H:BRD-K51313569-001-02-9:10	0	0	1	0	0	0	0	0	0
CPC014_HA1E_6H:BRD-K51313569-001-02-9:10	0	0	0	1	0	0	0	0	0
CPC014_HCC515_6H:BRD-K51313569-001-02-9:10	0	0	0	0	1	0	0	0	0
CPC014_VCAP_6H:BRD-K51313569-001-02-9:10	0	0	0	0	0	1	0	0	0
CPC014_HEPG2_6H:BRD-K51313569-001-02-9:10	0	0	0	0	0	0	1	0	0
CPC014_HT29_6H:BRD-K51313569-001-02-9:10	0	0	0	0	0	0	0	1	0
CPC014_A549_6H:BRD-K51313569-001-02-9:10	0	0	0	0	0	0	0	0	1
CPC014_PC3_6H:BRD-K52751261-001-01-2:10	1	0	0	0	0	0	0	0	0
CPC014_MCF7_6H:BRD-K52751261-001-01-2:10	0	1	0	0	0	0	0	0	0
CPC014_A375_6H:BRD-K52751261-001-01-2:10	0	0	1	0	0	0	0	0	0
CPC014_HA1E_6H:BRD-K52751261-001-01-2:10	0	0	0	1	0	0	0	0	0
CPC014_HCC515_6H:BRD-K52751261-001-01-2:10	0	0	0	0	1	0	0	0	0
CPC014_VCAP_6H:BRD-K52751261-001-01-2:10	0	0	0	0	0	1	0	0	0
CPC014_HEPG2_6H:BRD-K52751261-001-01-2:10	0	0	0	0	0	0	1	0	0
CPC014_HT29_6H:BRD-K52751261-001-01-2:10	0	0	0	0	0	0	0	1	0
CPC014_A549_6H:BRD-K52751261-001-01-2:10	0	0	0	0	0	0	0	0	1
CPC014_PC3_6H:BRD-K52911425-001-02-3:10	1	0	0	0	0	0	0	0	0
CPC014_MCF7_6H:BRD-K52911425-001-01-5:10	0	1	0	0	0	0	0	0	0
CPC014_A375_6H:BRD-K52911425-001-01-5:10	0	0	1	0	0	0	0	0	0
CPC014_HA1E_6H:BRD-K52911425-001-02-3:10	0	0	0	1	0	0	0	0	0
CPC014_HCC515_6H:BRD-K52911425-001-02-3:10	0	0	0	0	1	0	0	0	0
CPC014_VCAP_6H:BRD-K52911425-001-01-5:10	0	0	0	0	0	1	0	0	0
CPC014_HEPG2_6H:BRD-K52911425-001-02-3:10	0	0	0	0	0	0	1	0	0
CPC014_HT29_6H:BRD-K52911425-001-02-3:10	0	0	0	0	0	0	0	1	0
CPC014_A549_6H:BRD-K52911425-001-02-3:10	0	0	0	0	0	0	0	0	1
CPC014_PC3_6H:BRD-K53561341-001-02-6:10	1	0	0	0	0	0	0	0	0
CPC014_MCF7_6H:BRD-K53561341-001-02-6:10	0	1	0	0	0	0	0	0	0
CPC014_A375_6H:BRD-K53561341-001-02-6:10	0	0	1	0	0	0	0	0	0
CPC014_HA1E_6H:BRD-K53561341-001-02-6:10	0	0	0	1	0	0	0	0	0
CPC014_HCC515_6H:BRD-K53561341-001-02-6:10	0	0	0	0	1	0	0	0	0
CPC014_VCAP_6H:BRD-K53561341-001-02-6:10	0	0	0	0	0	1	0	0	0
CPC014_HEPG2_6H:BRD-K53561341-001-02-6:10	0	0	0	0	0	0	1	0	0
CPC014_HT29_6H:BRD-K53561341-001-02-6:10	0	0	0	0	0	0	0	1	0
CPC014_A549_6H:BRD-K53561341-001-02-6:10	0	0	0	0	0	0	0	0	1
CPC014_PC3_6H:BRD-K53972329-001-02-1:10	1	0	0	0	0	0	0	0	0
CPC014_MCF7_6H:BRD-K53972329-001-02-1:10	0	1	0	0	0	0	0	0	0
CPC014_A375_6H:BRD-K53972329-001-01-3:10	0	0	1	0	0	0	0	0	0
CPC014_HA1E_6H:BRD-K53972329-001-02-1:10	0	0	0	1	0	0	0	0	0
CPC014_HCC515_6H:BRD-K53972329-001-01-3:10	0	0	0	0	1	0	0	0	0
CPC014_VCAP_6H:BRD-K53972329-001-02-1:10	0	0	0	0	0	1	0	0	0
CPC014_HEPG2_6H:BRD-K53972329-001-01-3:10	0	0	0	0	0	0	1	0	0
CPC014_HT29_6H:BRD-K53972329-001-02-1:10	0	0	0	0	0	0	0	1	0
CPC014_A549_6H:BRD-K53972329-001-02-1:10	0	0	0	0	0	0	0	0	1
CPC014_PC3_6H:BRD-K56957086-001-04-8:10	1	0	0	0	0	0	0	0	0
CPC014_MCF7_6H:BRD-K56957086-001-02-2:10	0	1	0	0	0	0	0	0	0
CPC014_A375_6H:BRD-K56957086-001-02-2:10	0	0	1	0	0	0	0	0	0
CPC014_HA1E_6H:BRD-K56957086-001-04-8:10	0	0	0	1	0	0	0	0	0
CPC014_HCC515_6H:BRD-K56957086-001-04-8:10	0	0	0	0	1	0	0	0	0
CPC014_VCAP_6H:BRD-K56957086-001-04-8:10	0	0	0	0	0	1	0	0	0
CPC014_HEPG2_6H:BRD-K56957086-001-04-8:10	0	0	0	0	0	0	1	0	0
CPC014_HT29_6H:BRD-K56957086-001-04-8:10	0	0	0	0	0	0	0	1	0
CPC014_A549_6H:BRD-K56957086-001-04-8:10	0	0	0	0	0	0	0	0	1
CPC014_PC3_6H:BRD-K64800655-001-01-7:10	1	0	0	0	0	0	0	0	0
CPC014_MCF7_6H:BRD-K64800655-001-01-7:10	0	1	0	0	0	0	0	0	0
CPC014_A375_6H:BRD-K64800655-001-01-7:10	0	0	1	0	0	0	0	0	0
CPC014_HA1E_6H:BRD-K64800655-001-01-7:10	0	0	0	1	0	0	0	0	0
CPC014_HCC515_6H:BRD-K64800655-001-01-7:10	0	0	0	0	1	0	0	0	0
CPC014_VCAP_6H:BRD-K64800655-001-01-7:10	0	0	0	0	0	1	0	0	0
CPC014_HEPG2_6H:BRD-K64800655-001-01-7:10	0	0	0	0	0	0	1	0	0
CPC014_HT29_6H:BRD-K64800655-001-01-7:10	0	0	0	0	0	0	0	1	0
CPC014_A549_6H:BRD-K64800655-001-01-7:10	0	0	0	0	0	0	0	0	1
CPC014_PC3_6H:BRD-K64857848-001-02-3:10	1	0	0	0	0	0	0	0	0
CPC014_MCF7_6H:BRD-K64857848-001-02-3:10	0	1	0	0	0	0	0	0	0
CPC014_A375_6H:BRD-K64857848-001-02-3:10	0	0	1	0	0	0	0	0	0
CPC014_HA1E_6H:BRD-K64857848-001-02-3:10	0	0	0	1	0	0	0	0	0
CPC014_HCC515_6H:BRD-K64857848-001-02-3:10	0	0	0	0	1	0	0	0	0
CPC014_VCAP_6H:BRD-K64857848-001-02-3:10	0	0	0	0	0	1	0	0	0
CPC014_HEPG2_6H:BRD-K64857848-001-02-3:10	0	0	0	0	0	0	1	0	0
CPC014_HT29_6H:BRD-K64857848-001-02-3:10	0	0	0	0	0	0	0	1	0
CPC014_A549_6H:BRD-K64857848-001-02-3:10	0	0	0	0	0	0	0	0	1
CPC014_PC3_6H:BRD-K66956375-001-05-5:10	1	0	0	0	0	0	0	0	0
CPC014_MCF7_6H:BRD-K66956375-001-05-5:10	0	1	0	0	0	0	0	0	0
CPC014_A375_6H:BRD-K66956375-001-05-5:10	0	0	1	0	0	0	0	0	0
CPC014_HA1E_6H:BRD-K66956375-001-05-5:10	0	0	0	1	0	0	0	0	0
CPC014_HCC515_6H:BRD-K66956375-001-05-5:10	0	0	0	0	1	0	0	0	0
CPC014_VCAP_6H:BRD-K66956375-001-05-5:10	0	0	0	0	0	1	0	0	0
CPC014_HEPG2_6H:BRD-K66956375-001-05-5:10	0	0	0	0	0	0	1	0	0
CPC014_HT29_6H:BRD-K66956375-001-05-5:10	0	0	0	0	0	0	0	1	0
CPC014_A549_6H:BRD-K66956375-001-05-5:10	0	0	0	0	0	0	0	0	1
CPC014_PC3_6H:BRD-K68174511-001-01-7:10	1	0	0	0	0	0	0	0	0
CPC014_MCF7_6H:BRD-K68174511-001-01-7:10	0	1	0	0	0	0	0	0	0
CPC014_A375_6H:BRD-K68174511-001-01-7:10	0	0	1	0	0	0	0	0	0
CPC014_HA1E_6H:BRD-K68174511-001-01-7:10	0	0	0	1	0	0	0	0	0
CPC014_HCC515_6H:BRD-K68174511-001-01-7:10	0	0	0	0	1	0	0	0	0
CPC014_VCAP_6H:BRD-K68174511-001-01-7:10	0	0	0	0	0	1	0	0	0
CPC014_HEPG2_6H:BRD-K68174511-001-01-7:10	0	0	0	0	0	0	1	0	0
CPC014_HT29_6H:BRD-K68174511-001-01-7:10	0	0	0	0	0	0	0	1	0
CPC014_A549_6H:BRD-K68174511-001-01-7:10	0	0	0	0	0	0	0	0	1
CPC014_PC3_6H:BRD-K70401845-001-02-5:10	1	0	0	0	0	0	0	0	0
LJP002_MCF7_6H:BRD-K70401845-001-04-1:10	0	1	0	0	0	0	0	0	0
CPC014_A375_6H:BRD-K70401845-001-02-5:10	0	0	1	0	0	0	0	0	0
CPC014_HA1E_6H:BRD-K70401845-001-02-5:10	0	0	0	1	0	0	0	0	0
CPC014_HCC515_6H:BRD-K70401845-001-02-5:10	0	0	0	0	1	0	0	0	0
CPC014_VCAP_6H:BRD-K70401845-001-02-5:10	0	0	0	0	0	1	0	0	0
CPC014_HEPG2_6H:BRD-K70401845-001-02-5:10	0	0	0	0	0	0	1	0	0
CPC014_HT29_6H:BRD-K70401845-001-02-5:10	0	0	0	0	0	0	0	1	0
CPC014_A549_6H:BRD-K70401845-001-02-5:10	0	0	0	0	0	0	0	0	1
CPC014_PC3_6H:BRD-K71035033-001-01-4:10	1	0	0	0	0	0	0	0	0
CPC014_MCF7_6H:BRD-K71035033-001-01-4:10	0	1	0	0	0	0	0	0	0
CPC014_A375_6H:BRD-K71035033-001-01-4:10	0	0	1	0	0	0	0	0	0
CPC014_HA1E_6H:BRD-K71035033-001-01-4:10	0	0	0	1	0	0	0	0	0
CPC014_HCC515_6H:BRD-K71035033-001-01-4:10	0	0	0	0	1	0	0	0	0
CPC014_VCAP_6H:BRD-K71035033-001-01-4:10	0	0	0	0	0	1	0	0	0
CPC014_HEPG2_6H:BRD-K71035033-001-01-4:10	0	0	0	0	0	0	1	0	0
CPC014_HT29_6H:BRD-K71035033-001-01-4:10	0	0	0	0	0	0	0	1	0
CPC014_A549_6H:BRD-K71035033-001-01-4:10	0	0	0	0	0	0	0	0	1
CPC014_PC3_6H:BRD-K72420232-001-01-6:10	1	0	0	0	0	0	0	0	0
CPC014_MCF7_6H:BRD-K72420232-001-02-4:10	0	1	0	0	0	0	0	0	0
CPC014_A375_6H:BRD-K72420232-001-02-4:10	0	0	1	0	0	0	0	0	0
CPC014_HA1E_6H:BRD-K72420232-001-01-6:10	0	0	0	1	0	0	0	0	0
CPC014_HCC515_6H:BRD-K72420232-001-01-6:10	0	0	0	0	1	0	0	0	0
CPC014_VCAP_6H:BRD-K72420232-001-02-4:10	0	0	0	0	0	1	0	0	0
CPC014_HEPG2_6H:BRD-K72420232-001-02-4:10	0	0	0	0	0	0	1	0	0
CPC014_HT29_6H:BRD-K72420232-001-02-4:10	0	0	0	0	0	0	0	1	0
CPC014_A549_6H:BRD-K72420232-001-02-4:10	0	0	0	0	0	0	0	0	1
CPC014_PC3_6H:BRD-K73293050-001-01-5:10	1	0	0	0	0	0	0	0	0
CPC014_MCF7_6H:BRD-K73293050-001-01-5:10	0	1	0	0	0	0	0	0	0
CPC014_A375_6H:BRD-K73293050-001-01-5:10	0	0	1	0	0	0	0	0	0
CPC014_HA1E_6H:BRD-K73293050-001-01-5:10	0	0	0	1	0	0	0	0	0
CPC014_HCC515_6H:BRD-K73293050-001-01-5:10	0	0	0	0	1	0	0	0	0
CPC014_VCAP_6H:BRD-K73293050-001-01-5:10	0	0	0	0	0	1	0	0	0
CPC014_HEPG2_6H:BRD-K73293050-001-01-5:10	0	0	0	0	0	0	1	0	0
CPC014_HT29_6H:BRD-K73293050-001-01-5:10	0	0	0	0	0	0	0	1	0
CPC014_A549_6H:BRD-K73293050-001-01-5:10	0	0	0	0	0	0	0	0	1
CPC014_PC3_6H:BRD-K74514084-003-01-9:10	1	0	0	0	0	0	0	0	0
CPC014_MCF7_6H:BRD-K74514084-003-01-9:10	0	1	0	0	0	0	0	0	0
CPC014_A375_6H:BRD-K74514084-003-01-9:10	0	0	1	0	0	0	0	0	0
