	PC3	MCF7	A375	HA1E	HCC515	VCAP	HEPG2	HT29	A549
CPC002_HCC515_6H:BRD-K60298136-001-01-7:10	0	0	0	0	1	0	0	0	0
CPC002_VCAP_6H:BRD-K60298136-001-01-7:10	0	0	0	0	0	1	0	0	0
CPC017_HEPG2_6H:BRD-K60298136-001-01-7:10	0	0	0	0	0	0	1	0	0
CPC017_HT29_6H:BRD-K60298136-001-01-7:10	0	0	0	0	0	0	0	1	0
CPC017_A549_6H:BRD-K60298136-001-01-7:10	0	0	0	0	0	0	0	0	1
CPC002_PC3_6H:BRD-K61097567-001-03-6:10	1	0	0	0	0	0	0	0	0
CPC017_MCF7_6H:BRD-K61097567-001-03-6:10	0	1	0	0	0	0	0	0	0
CPC017_A375_6H:BRD-K61097567-001-03-6:10	0	0	1	0	0	0	0	0	0
CPC002_HA1E_6H:BRD-K61097567-001-03-6:10	0	0	0	1	0	0	0	0	0
CPC002_HCC515_6H:BRD-K61097567-001-03-6:10	0	0	0	0	1	0	0	0	0
CPC002_VCAP_6H:BRD-K61097567-001-03-6:10	0	0	0	0	0	1	0	0	0
CPC017_HEPG2_6H:BRD-K61097567-001-03-6:10	0	0	0	0	0	0	1	0	0
CPC017_HT29_6H:BRD-K61097567-001-03-6:10	0	0	0	0	0	0	0	1	0
CPC017_A549_6H:BRD-K61097567-001-03-6:10	0	0	0	0	0	0	0	0	1
CPC002_PC3_6H:BRD-K67298865-001-03-3:10	1	0	0	0	0	0	0	0	0
CPC017_MCF7_6H:BRD-K67298865-001-03-3:10	0	1	0	0	0	0	0	0	0
CPC017_A375_6H:BRD-K67298865-001-03-3:10	0	0	1	0	0	0	0	0	0
CPC002_HA1E_6H:BRD-K67298865-001-03-3:10	0	0	0	1	0	0	0	0	0
CPC002_HCC515_6H:BRD-K67298865-001-03-3:10	0	0	0	0	1	0	0	0	0
CPC002_VCAP_6H:BRD-K67298865-001-03-3:10	0	0	0	0	0	1	0	0	0
CPC017_HEPG2_6H:BRD-K67298865-001-03-3:10	0	0	0	0	0	0	1	0	0
CPC017_HT29_6H:BRD-K67298865-001-03-3:10	0	0	0	0	0	0	0	1	0
CPC017_A549_6H:BRD-K67298865-001-03-3:10	0	0	0	0	0	0	0	0	1
CPC002_PC3_6H:BRD-K69195780-004-03-5:10	1	0	0	0	0	0	0	0	0
CPC018_MCF7_6H:BRD-K69195780-001-01-5:10	0	1	0	0	0	0	0	0	0
CPC018_A375_6H:BRD-K69195780-001-01-5:10	0	0	1	0	0	0	0	0	0
CPC002_HA1E_6H:BRD-K69195780-004-03-5:10	0	0	0	1	0	0	0	0	0
CPC002_HCC515_6H:BRD-K69195780-004-03-5:10	0	0	0	0	1	0	0	0	0
CPC002_VCAP_6H:BRD-K69195780-004-03-5:10	0	0	0	0	0	1	0	0	0
CPC018_HEPG2_6H:BRD-K69195780-001-01-5:10	0	0	0	0	0	0	1	0	0
CPC018_HT29_6H:BRD-K69195780-001-01-5:10	0	0	0	0	0	0	0	1	0
CPC018_A549_6H:BRD-K69195780-001-01-5:10	0	0	0	0	0	0	0	0	1
CPC002_PC3_6H:BRD-K75641298-003-16-9:10	1	0	0	0	0	0	0	0	0
CPC018_MCF7_6H:BRD-K75641298-001-01-5:10	0	1	0	0	0	0	0	0	0
CPC018_A375_6H:BRD-K75641298-001-01-5:10	0	0	1	0	0	0	0	0	0
CPC002_HA1E_6H:BRD-K75641298-003-16-9:10	0	0	0	1	0	0	0	0	0
CPC002_HCC515_6H:BRD-K75641298-003-16-9:10	0	0	0	0	1	0	0	0	0
CPC002_VCAP_6H:BRD-K75641298-003-16-9:10	0	0	0	0	0	1	0	0	0
CPC018_HEPG2_6H:BRD-K75641298-001-01-5:10	0	0	0	0	0	0	1	0	0
CPC018_HT29_6H:BRD-K75641298-001-01-5:10	0	0	0	0	0	0	0	1	0
CPC018_A549_6H:BRD-K75641298-001-01-5:10	0	0	0	0	0	0	0	0	1
CPC002_PC3_6H:BRD-K76617868-003-03-6:10	1	0	0	0	0	0	0	0	0
CPC018_MCF7_6H:BRD-K76617868-003-03-6:10	0	1	0	0	0	0	0	0	0
CPC018_A375_6H:BRD-K76617868-003-03-6:10	0	0	1	0	0	0	0	0	0
CPC002_HA1E_6H:BRD-K76617868-003-03-6:10	0	0	0	1	0	0	0	0	0
CPC002_HCC515_6H:BRD-K76617868-003-03-6:10	0	0	0	0	1	0	0	0	0
CPC002_VCAP_6H:BRD-K76617868-003-03-6:10	0	0	0	0	0	1	0	0	0
CPC018_HEPG2_6H:BRD-K76617868-003-03-6:10	0	0	0	0	0	0	1	0	0
CPC018_HT29_6H:BRD-K76617868-003-03-6:10	0	0	0	0	0	0	0	1	0
CPC018_A549_6H:BRD-K76617868-003-03-6:10	0	0	0	0	0	0	0	0	1
CPC002_PC3_6H:BRD-K76775527-001-15-3:10	1	0	0	0	0	0	0	0	0
CPC016_MCF7_6H:BRD-K76775527-001-15-3:10	0	1	0	0	0	0	0	0	0
CPC016_A375_6H:BRD-K76775527-001-15-3:10	0	0	1	0	0	0	0	0	0
CPC002_HA1E_6H:BRD-K76775527-001-15-3:10	0	0	0	1	0	0	0	0	0
CPC002_HCC515_6H:BRD-K76775527-001-15-3:10	0	0	0	0	1	0	0	0	0
CPC002_VCAP_6H:BRD-K76775527-001-15-3:10	0	0	0	0	0	1	0	0	0
CPC016_HEPG2_6H:BRD-K76775527-001-15-3:10	0	0	0	0	0	0	1	0	0
CPC016_HT29_6H:BRD-K76775527-001-15-3:10	0	0	0	0	0	0	0	1	0
CPC016_A549_6H:BRD-K76775527-001-15-3:10	0	0	0	0	0	0	0	0	1
CPC002_PC3_6H:BRD-K77641333-003-15-6:10	1	0	0	0	0	0	0	0	0
CPD001_MCF7_6H:BRD-K77641333-003-19-8:10	0	1	0	0	0	0	0	0	0
CPC018_A375_6H:BRD-K77641333-003-15-6:10	0	0	1	0	0	0	0	0	0
CPC002_HA1E_6H:BRD-K77641333-003-15-6:10	0	0	0	1	0	0	0	0	0
CPC002_HCC515_6H:BRD-K77641333-003-15-6:10	0	0	0	0	1	0	0	0	0
CPC002_VCAP_6H:BRD-K77641333-003-15-6:10	0	0	0	0	0	1	0	0	0
CPC018_HEPG2_6H:BRD-K77641333-003-15-6:10	0	0	0	0	0	0	1	0	0
CPC018_HT29_6H:BRD-K77641333-003-15-6:10	0	0	0	0	0	0	0	1	0
CPC018_A549_6H:BRD-K77641333-003-15-6:10	0	0	0	0	0	0	0	0	1
CPC002_PC3_6H:BRD-K79684402-300-01-0:10	1	0	0	0	0	0	0	0	0
CPC016_MCF7_6H:BRD-K79684402-300-01-0:10	0	1	0	0	0	0	0	0	0
CPC016_A375_6H:BRD-K79684402-300-01-0:10	0	0	1	0	0	0	0	0	0
CPC002_HA1E_6H:BRD-K79684402-300-01-0:10	0	0	0	1	0	0	0	0	0
CPC002_HCC515_6H:BRD-K79684402-300-01-0:10	0	0	0	0	1	0	0	0	0
CPC002_VCAP_6H:BRD-K79684402-300-01-0:10	0	0	0	0	0	1	0	0	0
CPC016_HEPG2_6H:BRD-K79684402-300-01-0:10	0	0	0	0	0	0	1	0	0
CPC016_HT29_6H:BRD-K79684402-300-01-0:10	0	0	0	0	0	0	0	1	0
CPC016_A549_6H:BRD-K79684402-300-01-0:10	0	0	0	0	0	0	0	0	1
CPC002_PC3_6H:BRD-K82983861-001-01-9:10	1	0	0	0	0	0	0	0	0
CPC018_MCF7_6H:BRD-K82983861-001-01-9:10	0	1	0	0	0	0	0	0	0
CPC018_A375_6H:BRD-K82983861-001-01-9:10	0	0	1	0	0	0	0	0	0
CPC002_HA1E_6H:BRD-K82983861-001-01-9:10	0	0	0	1	0	0	0	0	0
CPC002_HCC515_6H:BRD-K82983861-001-01-9:10	0	0	0	0	1	0	0	0	0
CPC002_VCAP_6H:BRD-K82983861-001-01-9:10	0	0	0	0	0	1	0	0	0
CPC018_HEPG2_6H:BRD-K82983861-001-01-9:10	0	0	0	0	0	0	1	0	0
CPC018_HT29_6H:BRD-K82983861-001-01-9:10	0	0	0	0	0	0	0	1	0
CPC018_A549_6H:BRD-K82983861-001-01-9:10	0	0	0	0	0	0	0	0	1
CPC002_PC3_6H:BRD-K86727142-001-06-6:10	1	0	0	0	0	0	0	0	0
CPC016_MCF7_6H:BRD-K86727142-001-06-6:10	0	1	0	0	0	0	0	0	0
CPC016_A375_6H:BRD-K86727142-001-06-6:10	0	0	1	0	0	0	0	0	0
CPC002_HA1E_6H:BRD-K86727142-001-06-6:10	0	0	0	1	0	0	0	0	0
CPC002_HCC515_6H:BRD-K86727142-001-06-6:10	0	0	0	0	1	0	0	0	0
CPC002_VCAP_6H:BRD-K86727142-001-06-6:10	0	0	0	0	0	1	0	0	0
CPC016_HEPG2_6H:BRD-K86727142-001-06-6:10	0	0	0	0	0	0	1	0	0
CPC016_HT29_6H:BRD-K86727142-001-06-6:10	0	0	0	0	0	0	0	1	0
CPC016_A549_6H:BRD-K86727142-001-06-6:10	0	0	0	0	0	0	0	0	1
CPC002_PC3_6H:BRD-K87048468-003-01-9:10	1	0	0	0	0	0	0	0	0
CPC016_MCF7_6H:BRD-K87048468-003-01-9:10	0	1	0	0	0	0	0	0	0
CPC016_A375_6H:BRD-K87048468-003-01-9:10	0	0	1	0	0	0	0	0	0
CPC002_HA1E_6H:BRD-K87048468-003-01-9:10	0	0	0	1	0	0	0	0	0
CPC002_HCC515_6H:BRD-K87048468-003-01-9:10	0	0	0	0	1	0	0	0	0
CPC002_VCAP_6H:BRD-K87048468-003-01-9:10	0	0	0	0	0	1	0	0	0
CPC016_HEPG2_6H:BRD-K87048468-003-01-9:10	0	0	0	0	0	0	1	0	0
CPC016_HT29_6H:BRD-K87048468-003-01-9:10	0	0	0	0	0	0	0	1	0
CPC016_A549_6H:BRD-K87048468-003-01-9:10	0	0	0	0	0	0	0	0	1
CPC002_PC3_6H:BRD-K90789829-003-03-3:10	1	0	0	0	0	0	0	0	0
CPC016_MCF7_6H:BRD-K90789829-003-03-3:10	0	1	0	0	0	0	0	0	0
CPC011_A375_6H:BRD-K90789829-003-10-8:10	0	0	1	0	0	0	0	0	0
CPC002_HA1E_6H:BRD-K90789829-003-03-3:10	0	0	0	1	0	0	0	0	0
CPC002_HCC515_6H:BRD-K90789829-003-03-3:10	0	0	0	0	1	0	0	0	0
CPC002_VCAP_6H:BRD-K90789829-003-03-3:10	0	0	0	0	0	1	0	0	0
CPC016_HEPG2_6H:BRD-K90789829-003-03-3:10	0	0	0	0	0	0	1	0	0
CPC016_HT29_6H:BRD-K90789829-003-03-3:10	0	0	0	0	0	0	0	1	0
CPC016_A549_6H:BRD-K90789829-003-03-3:10	0	0	0	0	0	0	0	0	1
CPC002_PC3_6H:BRD-K91263825-001-03-6:10	1	0	0	0	0	0	0	0	0
CPC018_MCF7_6H:BRD-K91263825-001-03-6:10	0	1	0	0	0	0	0	0	0
CPC018_A375_6H:BRD-K91263825-001-03-6:10	0	0	1	0	0	0	0	0	0
CPC002_HA1E_6H:BRD-K91263825-001-03-6:10	0	0	0	1	0	0	0	0	0
CPC002_HCC515_6H:BRD-K91263825-001-03-6:10	0	0	0	0	1	0	0	0	0
CPC002_VCAP_6H:BRD-K91263825-001-03-6:10	0	0	0	0	0	1	0	0	0
CPC018_HEPG2_6H:BRD-K91263825-001-03-6:10	0	0	0	0	0	0	1	0	0
CPC018_HT29_6H:BRD-K91263825-001-03-6:10	0	0	0	0	0	0	0	1	0
CPC018_A549_6H:BRD-K91263825-001-03-6:10	0	0	0	0	0	0	0	0	1
CPC002_PC3_6H:BRD-K92778217-001-17-8:10	1	0	0	0	0	0	0	0	0
CPD001_MCF7_6H:BRD-K92778217-001-21-0:10	0	1	0	0	0	0	0	0	0
BRAF001_A375_6H:BRD-K92778217-001-21-0:10	0	0	1	0	0	0	0	0	0
CPC002_HA1E_6H:BRD-K92778217-001-17-8:10	0	0	0	1	0	0	0	0	0
CPC002_HCC515_6H:BRD-K92778217-001-17-8:10	0	0	0	0	1	0	0	0	0
CPC002_VCAP_6H:BRD-K92778217-001-17-8:10	0	0	0	0	0	1	0	0	0
CPC018_HEPG2_6H:BRD-K92778217-001-17-8:10	0	0	0	0	0	0	1	0	0
CPC018_HT29_6H:BRD-K92778217-001-17-8:10	0	0	0	0	0	0	0	1	0
CPC018_A549_6H:BRD-K92778217-001-17-8:10	0	0	0	0	0	0	0	0	1
CPC003_PC3_6H:BRD-K10705233-001-01-4:10	1	0	0	0	0	0	0	0	0
CPC018_MCF7_6H:BRD-K10705233-001-01-4:10	0	1	0	0	0	0	0	0	0
CPC018_A375_6H:BRD-K10705233-001-01-4:10	0	0	1	0	0	0	0	0	0
CPC003_HA1E_6H:BRD-K10705233-001-01-4:10	0	0	0	1	0	0	0	0	0
CPC003_HCC515_6H:BRD-K10705233-001-01-4:10	0	0	0	0	1	0	0	0	0
CPC003_VCAP_6H:BRD-K10705233-001-01-4:10	0	0	0	0	0	1	0	0	0
CPC018_HEPG2_6H:BRD-K10705233-001-01-4:10	0	0	0	0	0	0	1	0	0
CPC018_HT29_6H:BRD-K10705233-001-01-4:10	0	0	0	0	0	0	0	1	0
CPC018_A549_6H:BRD-K10705233-001-01-4:10	0	0	0	0	0	0	0	0	1
CPC003_PC3_6H:BRD-K22503835-001-06-0:10	1	0	0	0	0	0	0	0	0
CPC015_MCF7_6H:BRD-K22503835-001-06-0:10	0	1	0	0	0	0	0	0	0
CPC015_A375_6H:BRD-K22503835-001-06-0:10	0	0	1	0	0	0	0	0	0
CPC003_HA1E_6H:BRD-K22503835-001-06-0:10	0	0	0	1	0	0	0	0	0
CPC003_HCC515_6H:BRD-K22503835-001-06-0:10	0	0	0	0	1	0	0	0	0
CPC003_VCAP_6H:BRD-K22503835-001-06-0:10	0	0	0	0	0	1	0	0	0
CPC015_HEPG2_6H:BRD-K22503835-001-06-0:10	0	0	0	0	0	0	1	0	0
CPC015_HT29_6H:BRD-K22503835-001-06-0:10	0	0	0	0	0	0	0	1	0
HOG003_A549_6H:BRD-K22503835-001-06-0:10	0	0	0	0	0	0	0	0	1
CPC003_PC3_6H:BRD-K25906698-303-01-9:10	1	0	0	0	0	0	0	0	0
CPC018_MCF7_6H:BRD-K25906698-303-01-9:10	0	1	0	0	0	0	0	0	0
CPC018_A375_6H:BRD-K25906698-303-01-9:10	0	0	1	0	0	0	0	0	0
CPC003_HA1E_6H:BRD-K25906698-303-01-9:10	0	0	0	1	0	0	0	0	0
CPC003_HCC515_6H:BRD-K25906698-303-01-9:10	0	0	0	0	1	0	0	0	0
CPC003_VCAP_6H:BRD-K25906698-303-01-9:10	0	0	0	0	0	1	0	0	0
CPC018_HEPG2_6H:BRD-K25906698-303-01-9:10	0	0	0	0	0	0	1	0	0
CPC018_HT29_6H:BRD-K25906698-303-01-9:10	0	0	0	0	0	0	0	1	0
CPC018_A549_6H:BRD-K25906698-303-01-9:10	0	0	0	0	0	0	0	0	1
CPC003_PC3_6H:BRD-K37618799-001-01-4:10	1	0	0	0	0	0	0	0	0
CPC016_MCF7_6H:BRD-K37618799-001-01-4:10	0	1	0	0	0	0	0	0	0
CPC016_A375_6H:BRD-K37618799-001-01-4:10	0	0	1	0	0	0	0	0	0
CPC003_HA1E_6H:BRD-K37618799-001-01-4:10	0	0	0	1	0	0	0	0	0
CPC003_HCC515_6H:BRD-K37618799-001-01-4:10	0	0	0	0	1	0	0	0	0
CPC003_VCAP_6H:BRD-K37618799-001-01-4:10	0	0	0	0	0	1	0	0	0
CPC016_HEPG2_6H:BRD-K37618799-001-01-4:10	0	0	0	0	0	0	1	0	0
CPC016_HT29_6H:BRD-K37618799-001-01-4:10	0	0	0	0	0	0	0	1	0
CPC016_A549_6H:BRD-K37618799-001-01-4:10	0	0	0	0	0	0	0	0	1
CPC003_PC3_6H:BRD-K65285700-001-01-5:10	1	0	0	0	0	0	0	0	0
CPC018_MCF7_6H:BRD-K65285700-001-01-5:10	0	1	0	0	0	0	0	0	0
CPC018_A375_6H:BRD-K65285700-001-01-5:10	0	0	1	0	0	0	0	0	0
CPC003_HA1E_6H:BRD-K65285700-001-01-5:10	0	0	0	1	0	0	0	0	0
CPC003_HCC515_6H:BRD-K65285700-001-01-5:10	0	0	0	0	1	0	0	0	0
CPC003_VCAP_6H:BRD-K65285700-001-01-5:10	0	0	0	0	0	1	0	0	0
CPC018_HEPG2_6H:BRD-K65285700-001-01-5:10	0	0	0	0	0	0	1	0	0
CPC018_HT29_6H:BRD-K65285700-001-01-5:10	0	0	0	0	0	0	0	1	0
CPC018_A549_6H:BRD-K65285700-001-01-5:10	0	0	0	0	0	0	0	0	1
CPC003_PC3_6H:BRD-K67537649-001-01-1:10	1	0	0	0	0	0	0	0	0
CPC016_MCF7_6H:BRD-K67537649-001-01-1:10	0	1	0	0	0	0	0	0	0
CPC016_A375_6H:BRD-K67537649-001-01-1:10	0	0	1	0	0	0	0	0	0
CPC003_HA1E_6H:BRD-K67537649-001-01-1:10	0	0	0	1	0	0	0	0	0
CPC003_HCC515_6H:BRD-K67537649-001-01-1:10	0	0	0	0	1	0	0	0	0
CPC003_VCAP_6H:BRD-K67537649-001-01-1:10	0	0	0	0	0	1	0	0	0
CPC016_HEPG2_6H:BRD-K67537649-001-01-1:10	0	0	0	0	0	0	1	0	0
CPC016_HT29_6H:BRD-K67537649-001-01-1:10	0	0	0	0	0	0	0	1	0
CPC016_A549_6H:BRD-K67537649-001-01-1:10	0	0	0	0	0	0	0	0	1
CPC003_PC3_6H:BRD-K67831364-003-01-7:10	1	0	0	0	0	0	0	0	0
CPC016_MCF7_6H:BRD-K67831364-003-01-7:10	0	1	0	0	0	0	0	0	0
CPC016_A375_6H:BRD-K67831364-003-01-7:10	0	0	1	0	0	0	0	0	0
CPC003_HA1E_6H:BRD-K67831364-003-01-7:10	0	0	0	1	0	0	0	0	0
CPC003_HCC515_6H:BRD-K67831364-003-01-7:10	0	0	0	0	1	0	0	0	0
CPC003_VCAP_6H:BRD-K67831364-003-01-7:10	0	0	0	0	0	1	0	0	0
CPC016_HEPG2_6H:BRD-K67831364-003-01-7:10	0	0	0	0	0	0	1	0	0
CPC016_HT29_6H:BRD-K67831364-003-01-7:10	0	0	0	0	0	0	0	1	0
CPC016_A549_6H:BRD-K67831364-003-01-7:10	0	0	0	0	0	0	0	0	1
CPC006_PC3_6H:BRD-K12502280-001-01-5:11.1	1	0	0	0	0	0	0	0	0
CPC006_MCF7_6H:BRD-K12502280-001-01-5:11.1	0	1	0	0	0	0	0	0	0
CPC006_A375_6H:BRD-K12502280-001-01-5:11.1	0	0	1	0	0	0	0	0	0
CPC006_HA1E_6H:BRD-K12502280-001-01-5:11.1	0	0	0	1	0	0	0	0	0
CPC006_HCC515_6H:BRD-K12502280-001-01-5:11.1	0	0	0	0	1	0	0	0	0
CPC006_VCAP_6H:BRD-K12502280-001-01-5:11.1	0	0	0	0	0	1	0	0	0
CPC006_HEPG2_6H:BRD-K12502280-001-01-5:11.1	0	0	0	0	0	0	1	0	0
CPC006_HT29_6H:BRD-K12502280-001-01-5:11.1	0	0	0	0	0	0	0	1	0
CPC006_A549_6H:BRD-K12502280-001-01-5:11.1	0	0	0	0	0	0	0	0	1
CPC006_PC3_6H:BRD-K19295594-001-08-5:11.1	1	0	0	0	0	0	0	0	0
CPC006_MCF7_6H:BRD-K19295594-001-08-5:11.1	0	1	0	0	0	0	0	0	0
CPC006_A375_6H:BRD-K19295594-001-08-5:11.1	0	0	1	0	0	0	0	0	0
CPC006_HA1E_6H:BRD-K19295594-001-08-5:11.1	0	0	0	1	0	0	0	0	0
CPC006_HCC515_6H:BRD-K19295594-001-08-5:11.1	0	0	0	0	1	0	0	0	0
CPC006_VCAP_6H:BRD-K19295594-001-08-5:11.1	0	0	0	0	0	1	0	0	0
CPC006_HEPG2_6H:BRD-K19295594-001-08-5:11.1	0	0	0	0	0	0	1	0	0
CPC006_HT29_6H:BRD-K19295594-001-08-5:11.1	0	0	0	0	0	0	0	1	0
CPC006_A549_6H:BRD-K19295594-001-08-5:11.1	0	0	0	0	0	0	0	0	1
CPC006_PC3_6H:BRD-K85606544-001-01-8:10	1	0	0	0	0	0	0	0	0
LJP001_MCF7_6H:BRD-K85606544-001-04-2:10	0	1	0	0	0	0	0	0	0
CPC006_A375_6H:BRD-K85606544-001-01-8:10	0	0	1	0	0	0	0	0	0
CPC006_HA1E_6H:BRD-K85606544-001-01-8:10	0	0	0	1	0	0	0	0	0
CPC006_HCC515_6H:BRD-K85606544-001-01-8:10	0	0	0	0	1	0	0	0	0
CPC006_VCAP_6H:BRD-K85606544-001-01-8:10	0	0	0	0	0	1	0	0	0
CPC006_HEPG2_6H:BRD-K85606544-001-01-8:10	0	0	0	0	0	0	1	0	0
CPC006_HT29_6H:BRD-K85606544-001-01-8:10	0	0	0	0	0	0	0	1	0
CPC006_A549_6H:BRD-K85606544-001-01-8:10	0	0	0	0	0	0	0	0	1
CPC008_PC3_6H:BRD-K44432556-001-03-0:10	1	0	0	0	0	0	0	0	0
CPC008_MCF7_6H:BRD-K44432556-001-03-0:10	0	1	0	0	0	0	0	0	0
CPC008_A375_6H:BRD-K44432556-001-03-0:10	0	0	1	0	0	0	0	0	0
CPC012_HA1E_6H:BRD-K44432556-001-01-4:10	0	0	0	1	0	0	0	0	0
CPC008_HCC515_6H:BRD-K44432556-001-03-0:10	0	0	0	0	1	0	0	0	0
CPC008_VCAP_6H:BRD-K44432556-001-03-0:10	0	0	0	0	0	1	0	0	0
CPC008_HEPG2_6H:BRD-K44432556-001-03-0:10	0	0	0	0	0	0	1	0	0
CPC008_HT29_6H:BRD-K44432556-001-03-0:10	0	0	0	0	0	0	0	1	0
CPC008_A549_6H:BRD-K44432556-001-03-0:10	0	0	0	0	0	0	0	0	1
CPC010_PC3_6H:BRD-A71262238-001-06-8:10	1	0	0	0	0	0	0	0	0
CPC010_MCF7_6H:BRD-A71262238-001-06-8:10	0	1	0	0	0	0	0	0	0
CPC010_A375_6H:BRD-A71262238-001-06-8:10	0	0	1	0	0	0	0	0	0
CPC001_HA1E_6H:BRD-A71262238-001-04-3:10	0	0	0	1	0	0	0	0	0
CPC010_HCC515_6H:BRD-A71262238-001-06-8:10	0	0	0	0	1	0	0	0	0
CPC010_VCAP_6H:BRD-A71262238-001-06-8:10	0	0	0	0	0	1	0	0	0
CPC017_HEPG2_6H:BRD-A71262238-001-04-3:10	0	0	0	0	0	0	1	0	0
CPC017_HT29_6H:BRD-A71262238-001-04-3:10	0	0	0	0	0	0	0	1	0
CPC017_A549_6H:BRD-A71262238-001-04-3:10	0	0	0	0	0	0	0	0	1
CPC010_PC3_6H:BRD-K28912512-001-18-2:10	1	0	0	0	0	0	0	0	0
CPC010_MCF7_6H:BRD-K28912512-001-18-2:10	0	1	0	0	0	0	0	0	0
CPC010_A375_6H:BRD-K28912512-001-18-2:10	0	0	1	0	0	0	0	0	0
CPC010_HA1E_6H:BRD-K28912512-001-18-2:10	0	0	0	1	0	0	0	0	0
CPC010_HCC515_6H:BRD-K28912512-001-18-2:10	0	0	0	0	1	0	0	0	0
CPC010_VCAP_6H:BRD-K28912512-001-18-2:10	0	0	0	0	0	1	0	0	0
CPC010_HEPG2_6H:BRD-K28912512-001-18-2:10	0	0	0	0	0	0	1	0	0
CPC010_HT29_6H:BRD-K28912512-001-18-2:10	0	0	0	0	0	0	0	1	0
CPC010_A549_6H:BRD-K28912512-001-18-2:10	0	0	0	0	0	0	0	0	1
CPC010_PC3_6H:BRD-K31471398-311-04-6:10	1	0	0	0	0	0	0	0	0
CPC010_MCF7_6H:BRD-K31471398-311-04-6:10	0	1	0	0	0	0	0	0	0
CPC010_A375_6H:BRD-K31471398-311-04-6:10	0	0	1	0	0	0	0	0	0
CPC010_HA1E_6H:BRD-K31471398-311-04-6:10	0	0	0	1	0	0	0	0	0
CPC010_HCC515_6H:BRD-K31471398-311-04-6:10	0	0	0	0	1	0	0	0	0
CPC010_VCAP_6H:BRD-K31471398-311-04-6:10	0	0	0	0	0	1	0	0	0
CPC010_HEPG2_6H:BRD-K31471398-311-04-6:10	0	0	0	0	0	0	1	0	0
CPC010_HT29_6H:BRD-K31471398-311-04-6:10	0	0	0	0	0	0	0	1	0
CPC010_A549_6H:BRD-K31471398-311-04-6:10	0	0	0	0	0	0	0	0	1
CPC010_PC3_6H:BRD-K39339537-001-18-6:10	1	0	0	0	0	0	0	0	0
CPC010_MCF7_6H:BRD-K39339537-001-18-6:10	0	1	0	0	0	0	0	0	0
CPC018_A375_6H:BRD-K39339537-001-03-8:10	0	0	1	0	0	0	0	0	0
CPC010_HA1E_6H:BRD-K39339537-001-18-6:10	0	0	0	1	0	0	0	0	0
CPC002_HCC515_6H:BRD-K39339537-001-03-8:10	0	0	0	0	1	0	0	0	0
CPC010_VCAP_6H:BRD-K39339537-001-18-6:10	0	0	0	0	0	1	0	0	0
CPC018_HEPG2_6H:BRD-K39339537-001-03-8:10	0	0	0	0	0	0	1	0	0
CPC018_HT29_6H:BRD-K39339537-001-03-8:10	0	0	0	0	0	0	0	1	0
CPC018_A549_6H:BRD-K39339537-001-03-8:10	0	0	0	0	0	0	0	0	1
CPC010_PC3_6H:BRD-K54314721-001-06-0:10	1	0	0	0	0	0	0	0	0
CPC015_MCF7_6H:BRD-K54314721-001-04-5:10	0	1	0	0	0	0	0	0	0
CPC015_A375_6H:BRD-K54314721-001-04-5:10	0	0	1	0	0	0	0	0	0
CPC010_HA1E_6H:BRD-K54314721-001-06-0:10	0	0	0	1	0	0	0	0	0
CPC003_HCC515_6H:BRD-K54314721-001-04-5:10	0	0	0	0	1	0	0	0	0
CPC003_VCAP_6H:BRD-K54314721-001-04-5:10	0	0	0	0	0	1	0	0	0
CPC010_HEPG2_6H:BRD-K54314721-001-06-0:10	0	0	0	0	0	0	1	0	0
CPC010_HT29_6H:BRD-K54314721-001-06-0:10	0	0	0	0	0	0	0	1	0
CPC010_A549_6H:BRD-K54314721-001-06-0:10	0	0	0	0	0	0	0	0	1
CPC011_PC3_6H:BRD-A39052811-048-07-8:10	1	0	0	0	0	0	0	0	0
CPC011_MCF7_6H:BRD-A39052811-048-07-8:10	0	1	0	0	0	0	0	0	0
CPC011_A375_6H:BRD-A39052811-048-07-8:10	0	0	1	0	0	0	0	0	0
CPC011_HA1E_6H:BRD-A39052811-048-07-8:10	0	0	0	1	0	0	0	0	0
CPC014_HCC515_6H:BRD-A39052811-377-01-4:10	0	0	0	0	1	0	0	0	0
CPC014_VCAP_6H:BRD-A39052811-377-01-4:10	0	0	0	0	0	1	0	0	0
CPC014_HEPG2_6H:BRD-A39052811-377-01-4:10	0	0	0	0	0	0	1	0	0
CPC014_HT29_6H:BRD-A39052811-377-01-4:10	0	0	0	0	0	0	0	1	0
CPC011_A549_6H:BRD-A39052811-048-07-8:10	0	0	0	0	0	0	0	0	1
CPC011_PC3_6H:BRD-K21283037-003-09-6:10	1	0	0	0	0	0	0	0	0
CPC016_MCF7_6H:BRD-K21283037-003-06-2:10	0	1	0	0	0	0	0	0	0
CPC016_A375_6H:BRD-K21283037-003-06-2:10	0	0	1	0	0	0	0	0	0
CPC002_HA1E_6H:BRD-K21283037-003-06-2:10	0	0	0	1	0	0	0	0	0
CPC002_HCC515_6H:BRD-K21283037-003-06-2:10	0	0	0	0	1	0	0	0	0
CPC011_VCAP_6H:BRD-K21283037-003-09-6:10	0	0	0	0	0	1	0	0	0
CPC016_HEPG2_6H:BRD-K21283037-003-06-2:10	0	0	0	0	0	0	1	0	0
CPC016_HT29_6H:BRD-K21283037-003-06-2:10	0	0	0	0	0	0	0	1	0
CPC011_A549_6H:BRD-K21283037-003-09-6:10	0	0	0	0	0	0	0	0	1
